,DATE,ENTRIES,EXITS
0,03/27/2021,1077961.0,1216131.0
1,03/28/2021,645727.0,755937.0
2,03/29/2021,1495323.0,1541013.0
3,03/30/2021,1606301.0,1650407.0
4,03/31/2021,1550988.0,1593541.0
5,04/01/2021,1559428.0,1604754.0
6,04/02/2021,1445030.0,1522073.0
7,03/20/2021,1028278.0,1159448.0
8,03/21/2021,803291.0,932403.0
9,03/22/2021,1556548.0,1583604.0
10,03/23/2021,1615808.0,1638860.0
11,03/24/2021,1586437.0,1606184.0
12,03/25/2021,1637282.0,1655396.0
13,03/26/2021,1604103.0,1653425.0
14,03/13/2021,1043273.0,1179305.0
15,03/14/2021,739660.0,849548.0
16,03/15/2021,1502393.0,1528496.0
17,03/16/2021,1561019.0,1580414.0
18,03/17/2021,1594987.0,1620217.0
19,03/18/2021,1521795.0,1550903.0
20,03/19/2021,1595700.0,1640099.0
21,03/06/2021,975802.0,1105504.0
22,03/07/2021,753028.0,868657.0
23,03/08/2021,1543141.0,1567239.0
24,03/09/2021,1622525.0,1656405.0
25,03/10/2021,1627464.0,1660296.0
26,03/11/2021,1658240.0,1706034.0
27,03/12/2021,1659351.0,1727209.0
28,02/27/2021,901880.0,1013264.0
29,02/28/2021,689382.0,793676.0
30,03/01/2021,1526758.0,1547925.0
31,03/02/2021,1564895.0,1584566.0
32,03/03/2021,1640996.0,1667599.0
33,03/04/2021,1604290.0,1630811.0
34,03/05/2021,1593831.0,1643698.0
