,DATE,ENTRIES,EXITS
0,03/27/2021,1068315.0,1199992.0
1,03/28/2021,640752.0,751737.0
2,03/29/2021,1477942.0,1517824.0
3,03/30/2021,1582839.0,1620977.0
4,03/31/2021,1528740.0,1567122.0
5,04/01/2021,1536077.0,1578708.0
6,04/02/2021,1425884.0,1497858.0
7,03/20/2021,1021868.0,1147186.0
8,03/21/2021,799496.0,925133.0
9,03/22/2021,1543439.0,1559943.0
10,03/23/2021,1597721.0,1607182.0
11,03/24/2021,1570465.0,1585147.0
12,03/25/2021,1614358.0,1629095.0
13,03/26/2021,1583537.0,1624702.0
14,03/13/2021,1033889.0,1165850.0
15,03/14/2021,733587.0,843581.0
16,03/15/2021,1485283.0,1506208.0
17,03/16/2021,1545806.0,1561121.0
18,03/17/2021,1574185.0,1591504.0
19,03/18/2021,1504254.0,1523435.0
20,03/19/2021,1576968.0,1604961.0
21,03/06/2021,970654.0,1098266.0
22,03/07/2021,749934.0,866025.0
23,03/08/2021,1523959.0,1542455.0
24,03/09/2021,1601252.0,1625711.0
25,03/10/2021,1604323.0,1623651.0
26,03/11/2021,1631496.0,1667263.0
27,03/12/2021,1634107.0,1687824.0
28,02/27/2021,894703.0,1005208.0
29,02/28/2021,684387.0,788561.0
30,03/01/2021,1512902.0,1523092.0
31,03/02/2021,1545165.0,1562913.0
32,03/03/2021,1614878.0,1630066.0
33,03/04/2021,1581798.0,1600951.0
34,03/05/2021,1567478.0,1609889.0
