,DATE,ENTRIES,EXITS
0,03/27/2021,1075419.0,1206503.0
1,03/28/2021,644904.0,753926.0
2,03/29/2021,1485558.0,1521951.0
3,03/30/2021,1593354.0,1625328.0
4,03/31/2021,1540290.0,1567351.0
5,04/01/2021,1547551.0,1579451.0
6,04/02/2021,1434400.0,1496493.0
7,03/20/2021,1026023.0,1155470.0
8,03/21/2021,801865.0,928266.0
9,03/22/2021,1546614.0,1567212.0
10,03/23/2021,1600504.0,1614164.0
11,03/24/2021,1574384.0,1588956.0
12,03/25/2021,1619420.0,1626441.0
13,03/26/2021,1584944.0,1629499.0
14,03/13/2021,1036149.0,1167239.0
15,03/14/2021,733976.0,840312.0
16,03/15/2021,1492102.0,1508964.0
17,03/16/2021,1552502.0,1565876.0
18,03/17/2021,1578860.0,1597792.0
19,03/18/2021,1511670.0,1530125.0
20,03/19/2021,1582821.0,1613698.0
21,03/06/2021,975373.0,1103919.0
22,03/07/2021,753028.0,868657.0
23,03/08/2021,1529206.0,1552044.0
24,03/09/2021,1608561.0,1632619.0
25,03/10/2021,1611285.0,1632832.0
26,03/11/2021,1636089.0,1675599.0
27,03/12/2021,1639461.0,1694800.0
28,02/27/2021,899675.0,1010368.0
29,02/28/2021,687686.0,790540.0
30,03/01/2021,1516494.0,1529250.0
31,03/02/2021,1550358.0,1564871.0
32,03/03/2021,1619730.0,1635653.0
33,03/04/2021,1587705.0,1605801.0
34,03/05/2021,1578008.0,1619347.0
