,DATE,ENTRIES,EXITS
0,03/27/2021,1089125.0,1232352.0
1,03/28/2021,654497.0,763249.0
2,03/29/2021,1505758.0,1559008.0
3,03/30/2021,1618044.0,1672233.0
4,03/31/2021,1558027.0,1608130.0
5,04/01/2021,1567257.0,1626659.0
6,04/02/2021,1457732.0,1544412.0
7,03/20/2021,1035472.0,1172892.0
8,03/21/2021,808822.0,938003.0
9,03/22/2021,1565099.0,1596291.0
10,03/23/2021,1629239.0,1656044.0
11,03/24/2021,1597005.0,1621228.0
12,03/25/2021,1650867.0,1677138.0
13,03/26/2021,1621256.0,1678416.0
14,03/13/2021,1047863.0,1193784.0
15,03/14/2021,743952.0,856769.0
16,03/15/2021,1509087.0,1541798.0
17,03/16/2021,1567951.0,1593942.0
18,03/17/2021,1606038.0,1637945.0
19,03/18/2021,1526792.0,1560555.0
20,03/19/2021,1604846.0,1656466.0
21,03/06/2021,978750.0,1111787.0
22,03/07/2021,756939.0,873781.0
23,03/08/2021,1551703.0,1587094.0
24,03/09/2021,1636672.0,1676637.0
25,03/10/2021,1643386.0,1689136.0
26,03/11/2021,1670453.0,1726766.0
27,03/12/2021,1671218.0,1750228.0
28,02/27/2021,911494.0,1024359.0
29,02/28/2021,694885.0,798592.0
30,03/01/2021,1538713.0,1563757.0
31,03/02/2021,1576766.0,1602342.0
32,03/03/2021,1651351.0,1686361.0
33,03/04/2021,1616621.0,1654150.0
34,03/05/2021,1602246.0,1661858.0
