,DATE,ENTRIES,EXITS
0,03/27/2021,1058944.0,1184796.0
1,03/28/2021,638860.0,748273.0
2,03/29/2021,1464168.0,1496842.0
3,03/30/2021,1567808.0,1597810.0
4,03/31/2021,1512489.0,1543934.0
5,04/01/2021,1524220.0,1561844.0
6,04/02/2021,1416484.0,1483172.0
7,03/20/2021,1012814.0,1136113.0
8,03/21/2021,794333.0,922264.0
9,03/22/2021,1527626.0,1541428.0
10,03/23/2021,1579129.0,1581173.0
11,03/24/2021,1554041.0,1562739.0
12,03/25/2021,1597146.0,1596928.0
13,03/26/2021,1567754.0,1599922.0
14,03/13/2021,1030631.0,1156204.0
15,03/14/2021,732519.0,837587.0
16,03/15/2021,1473559.0,1483700.0
17,03/16/2021,1535517.0,1537259.0
18,03/17/2021,1561349.0,1569858.0
19,03/18/2021,1494876.0,1505378.0
20,03/19/2021,1561520.0,1585414.0
21,03/06/2021,966941.0,1090151.0
22,03/07/2021,749034.0,863549.0
23,03/08/2021,1505604.0,1509349.0
24,03/09/2021,1583113.0,1595349.0
25,03/10/2021,1586009.0,1593475.0
26,03/11/2021,1612651.0,1626056.0
27,03/12/2021,1612218.0,1650368.0
28,02/27/2021,892446.0,997230.0
29,02/28/2021,685273.0,785264.0
30,03/01/2021,1494413.0,1501802.0
31,03/02/2021,1526006.0,1529603.0
32,03/03/2021,1598587.0,1599036.0
33,03/04/2021,1562588.0,1569600.0
34,03/05/2021,1552827.0,1589139.0
