,DATE,ENTRIES,EXITS
0,03/27/2021,1083558.0,1227755.0
1,03/28/2021,649535.0,759805.0
2,03/29/2021,1501156.0,1551697.0
3,03/30/2021,1614119.0,1670234.0
4,03/31/2021,1555621.0,1606206.0
5,04/01/2021,1564800.0,1623255.0
6,04/02/2021,1454319.0,1543390.0
7,03/20/2021,1033313.0,1169058.0
8,03/21/2021,806502.0,936740.0
9,03/22/2021,1563733.0,1593157.0
10,03/23/2021,1624349.0,1651239.0
11,03/24/2021,1591195.0,1619871.0
12,03/25/2021,1644913.0,1674464.0
13,03/26/2021,1614014.0,1675864.0
14,03/13/2021,1046228.0,1189704.0
15,03/14/2021,741753.0,853700.0
16,03/15/2021,1506801.0,1538098.0
17,03/16/2021,1565142.0,1590465.0
18,03/17/2021,1602074.0,1635732.0
19,03/18/2021,1525019.0,1557617.0
20,03/19/2021,1603509.0,1655005.0
21,03/06/2021,978004.0,1108312.0
22,03/07/2021,754382.0,870891.0
23,03/08/2021,1548819.0,1579059.0
24,03/09/2021,1635975.0,1672754.0
25,03/10/2021,1639891.0,1682726.0
26,03/11/2021,1667779.0,1720522.0
27,03/12/2021,1666783.0,1743172.0
28,02/27/2021,903773.0,1017544.0
29,02/28/2021,691169.0,798104.0
30,03/01/2021,1533212.0,1561134.0
31,03/02/2021,1572148.0,1600013.0
32,03/03/2021,1649732.0,1681440.0
33,03/04/2021,1615087.0,1644408.0
34,03/05/2021,1601473.0,1656581.0
