,DATE,ENTRIES,EXITS
0,03/27/2021,1089683.0,1221681.0
1,03/28/2021,656763.0,760922.0
2,03/29/2021,1504708.0,1553825.0
3,03/30/2021,1617919.0,1669459.0
4,03/31/2021,1558524.0,1606826.0
5,04/01/2021,1566880.0,1619390.0
6,04/02/2021,1455317.0,1534462.0
7,03/20/2021,1032724.0,1166359.0
8,03/21/2021,807350.0,936417.0
9,03/22/2021,1564214.0,1590157.0
10,03/23/2021,1627199.0,1650540.0
11,03/24/2021,1594547.0,1615976.0
12,03/25/2021,1651239.0,1669207.0
13,03/26/2021,1616005.0,1666505.0
14,03/13/2021,1047627.0,1186646.0
15,03/14/2021,740979.0,849142.0
16,03/15/2021,1509971.0,1540196.0
17,03/16/2021,1566607.0,1589646.0
18,03/17/2021,1603762.0,1630633.0
19,03/18/2021,1527043.0,1558129.0
20,03/19/2021,1603283.0,1649118.0
21,03/06/2021,981513.0,1112478.0
22,03/07/2021,759742.0,874359.0
23,03/08/2021,1552835.0,1583782.0
24,03/09/2021,1632016.0,1670157.0
25,03/10/2021,1640475.0,1674899.0
26,03/11/2021,1668776.0,1719826.0
27,03/12/2021,1668867.0,1741401.0
28,02/27/2021,910101.0,1017266.0
29,02/28/2021,699926.0,799668.0
30,03/01/2021,1540141.0,1561897.0
31,03/02/2021,1579900.0,1603494.0
32,03/03/2021,1654390.0,1685587.0
33,03/04/2021,1618050.0,1651346.0
34,03/05/2021,1602388.0,1659158.0
