,DATE,ENTRIES,EXITS
0,03/27/2021,1064539.0,1201511.0
1,03/28/2021,636002.0,746755.0
2,03/29/2021,1485858.0,1524955.0
3,03/30/2021,1595468.0,1629962.0
4,03/31/2021,1538150.0,1570378.0
5,04/01/2021,1547363.0,1587429.0
6,04/02/2021,1436447.0,1510331.0
7,03/20/2021,1018801.0,1146005.0
8,03/21/2021,794268.0,921942.0
9,03/22/2021,1551471.0,1564683.0
10,03/23/2021,1608282.0,1614598.0
11,03/24/2021,1571043.0,1582472.0
12,03/25/2021,1627331.0,1635634.0
13,03/26/2021,1596337.0,1634548.0
14,03/13/2021,1033245.0,1169167.0
15,03/14/2021,730029.0,838883.0
16,03/15/2021,1495826.0,1507178.0
17,03/16/2021,1551969.0,1553687.0
18,03/17/2021,1588809.0,1600090.0
19,03/18/2021,1512917.0,1527424.0
20,03/19/2021,1589529.0,1620815.0
21,03/06/2021,969269.0,1095937.0
22,03/07/2021,745830.0,858429.0
23,03/08/2021,1536525.0,1548457.0
24,03/09/2021,1617555.0,1639204.0
25,03/10/2021,1623107.0,1645300.0
26,03/11/2021,1651607.0,1682542.0
27,03/12/2021,1648343.0,1704898.0
28,02/27/2021,893363.0,1002683.0
29,02/28/2021,681989.0,784136.0
30,03/01/2021,1522217.0,1532894.0
31,03/02/2021,1558284.0,1565977.0
32,03/03/2021,1633283.0,1640771.0
33,03/04/2021,1596597.0,1608872.0
34,03/05/2021,1582949.0,1624316.0
