,DATE,ENTRIES,EXITS
0,03/27/2021,1030781.0,1151762.0
1,03/28/2021,632592.0,738668.0
2,03/29/2021,1386907.0,1383300.0
3,03/30/2021,1466202.0,1449880.0
4,03/31/2021,1426601.0,1414260.0
5,04/01/2021,1430697.0,1429691.0
6,04/02/2021,1354232.0,1379365.0
7,03/20/2021,988468.0,1102589.0
8,03/21/2021,784197.0,904917.0
9,03/22/2021,1441753.0,1413976.0
10,03/23/2021,1476088.0,1437151.0
11,03/24/2021,1454124.0,1410544.0
12,03/25/2021,1496911.0,1456901.0
13,03/26/2021,1473845.0,1457492.0
14,03/13/2021,990881.0,1103090.0
15,03/14/2021,713841.0,810874.0
16,03/15/2021,1400898.0,1367991.0
17,03/16/2021,1448485.0,1415465.0
18,03/17/2021,1465337.0,1432813.0
19,03/18/2021,1411762.0,1382703.0
20,03/19/2021,1470576.0,1453590.0
21,03/06/2021,940636.0,1046190.0
22,03/07/2021,739302.0,844794.0
23,03/08/2021,1416954.0,1380227.0
24,03/09/2021,1476551.0,1447079.0
25,03/10/2021,1475099.0,1435608.0
26,03/11/2021,1497421.0,1473867.0
27,03/12/2021,1495117.0,1487353.0
28,02/27/2021,873120.0,969635.0
29,02/28/2021,674611.0,767975.0
30,03/01/2021,1409381.0,1372541.0
31,03/02/2021,1436190.0,1400564.0
32,03/03/2021,1488744.0,1443508.0
33,03/04/2021,1465339.0,1422582.0
34,03/05/2021,1455432.0,1441824.0
