,DATE,ENTRIES,EXITS
0,03/27/2021,1086540.0,1220976.0
1,03/28/2021,654169.0,761580.0
2,03/29/2021,1504178.0,1550033.0
3,03/30/2021,1616276.0,1664403.0
4,03/31/2021,1556882.0,1601964.0
5,04/01/2021,1565219.0,1616198.0
6,04/02/2021,1452922.0,1528345.0
7,03/20/2021,1033395.0,1166645.0
8,03/21/2021,808164.0,936817.0
9,03/22/2021,1563829.0,1589519.0
10,03/23/2021,1627283.0,1649463.0
11,03/24/2021,1595119.0,1613968.0
12,03/25/2021,1648953.0,1667669.0
13,03/26/2021,1614451.0,1662806.0
14,03/13/2021,1044001.0,1185836.0
15,03/14/2021,739476.0,849142.0
16,03/15/2021,1507365.0,1536445.0
17,03/16/2021,1566705.0,1587949.0
18,03/17/2021,1604068.0,1629965.0
19,03/18/2021,1525872.0,1556476.0
20,03/19/2021,1602120.0,1646103.0
21,03/06/2021,978619.0,1111755.0
22,03/07/2021,756848.0,873656.0
23,03/08/2021,1549882.0,1582305.0
24,03/09/2021,1626172.0,1660731.0
25,03/10/2021,1634137.0,1665666.0
26,03/11/2021,1662568.0,1709206.0
27,03/12/2021,1668042.0,1737283.0
28,02/27/2021,907467.0,1013473.0
29,02/28/2021,694674.0,797698.0
30,03/01/2021,1535898.0,1556998.0
31,03/02/2021,1572605.0,1591451.0
32,03/03/2021,1647285.0,1673720.0
33,03/04/2021,1613561.0,1646299.0
34,03/05/2021,1598406.0,1654617.0
