,STATION,DATE,ENTRIES,EXITS
3964,FOREST AVE,03/22/2021,1713,1619
3965,FOREST AVE,03/23/2021,1787,1677
3966,FOREST AVE,03/24/2021,1809,1805
3967,FOREST AVE,03/25/2021,1778,1681
3968,FOREST AVE,03/26/2021,1673,1182
3969,FOREST AVE,03/13/2021,806,749
3970,FOREST AVE,03/14/2021,578,614
3971,FOREST AVE,03/15/2021,1612,1533
3972,FOREST AVE,03/16/2021,1732,1620
3973,FOREST AVE,03/17/2021,1748,1620
3974,FOREST AVE,03/18/2021,1688,1543
3975,FOREST AVE,03/19/2021,1749,1556
3976,FOREST AVE,03/06/2021,749,702
3977,FOREST AVE,03/07/2021,531,545
3978,FOREST AVE,03/08/2021,1618,1470
3979,FOREST AVE,03/09/2021,1766,1611
3980,FOREST AVE,03/10/2021,1758,1546
3981,FOREST AVE,03/11/2021,1743,1448
3982,FOREST AVE,03/12/2021,1732,1483
3983,FOREST AVE,02/27/2021,701,680
3984,FOREST AVE,02/28/2021,494,485
3985,FOREST AVE,03/01/2021,1648,1488
3986,FOREST AVE,03/02/2021,1730,1580
3987,FOREST AVE,03/03/2021,1744,1433
3988,FOREST AVE,03/04/2021,1732,1480
3989,FOREST AVE,03/05/2021,1687,1412
3990,FRESH POND RD,03/27/2021,1378,1717
3991,FRESH POND RD,03/28/2021,783,926
3992,FRESH POND RD,03/29/2021,2238,2671
3993,FRESH POND RD,03/30/2021,2435,2911
3994,FRESH POND RD,03/31/2021,2264,2707
3995,FRESH POND RD,04/01/2021,2382,2757
3996,FRESH POND RD,04/02/2021,2095,2437
3997,FRESH POND RD,03/20/2021,1224,1487
3998,FRESH POND RD,03/21/2021,1080,1259
3999,FRESH POND RD,03/22/2021,2390,2842
4000,FRESH POND RD,03/23/2021,2451,2910
4001,FRESH POND RD,03/24/2021,2384,2764
4002,FRESH POND RD,03/25/2021,2431,2872
4003,FRESH POND RD,03/26/2021,2412,2320
4004,FRESH POND RD,03/13/2021,1231,1357
4005,FRESH POND RD,03/14/2021,964,1122
4006,FRESH POND RD,03/15/2021,2348,2772
4007,FRESH POND RD,03/16/2021,2419,2857
4008,FRESH POND RD,03/17/2021,2399,2790
4009,FRESH POND RD,03/18/2021,2291,2672
4010,FRESH POND RD,03/19/2021,2285,2709
4011,FRESH POND RD,03/06/2021,1198,1450
4012,FRESH POND RD,03/07/2021,852,1042
4013,FRESH POND RD,03/08/2021,2314,2706
4014,FRESH POND RD,03/09/2021,2337,2792
4015,FRESH POND RD,03/10/2021,2442,2670
4016,FRESH POND RD,03/11/2021,2398,2792
4017,FRESH POND RD,03/12/2021,2378,2676
4018,FRESH POND RD,02/27/2021,1068,1252
4019,FRESH POND RD,02/28/2021,816,926
4020,FRESH POND RD,03/01/2021,2269,2681
4021,FRESH POND RD,03/02/2021,2390,2718
4022,FRESH POND RD,03/03/2021,2476,2798
4023,FRESH POND RD,03/04/2021,2457,2727
4024,FRESH POND RD,03/05/2021,2373,2591
4025,METROPOLITAN AV,03/27/2021,3312,4138
4026,METROPOLITAN AV,03/28/2021,1743,2090
4027,METROPOLITAN AV,03/29/2021,3775,3992
4028,METROPOLITAN AV,03/30/2021,3954,4060
4029,METROPOLITAN AV,03/31/2021,3775,4053
4030,METROPOLITAN AV,04/01/2021,3732,4063
4031,METROPOLITAN AV,04/02/2021,3578,4008
4032,METROPOLITAN AV,03/20/2021,3147,3820
4033,METROPOLITAN AV,03/21/2021,2442,2967
4034,METROPOLITAN AV,03/22/2021,3872,3985
4035,METROPOLITAN AV,03/23/2021,4130,4226
4036,METROPOLITAN AV,03/24/2021,3812,3887
4037,METROPOLITAN AV,03/25/2021,4156,4310
4038,METROPOLITAN AV,03/26/2021,4059,4147
4039,METROPOLITAN AV,03/13/2021,3066,3775
4040,METROPOLITAN AV,03/14/2021,2392,2766
4041,METROPOLITAN AV,03/15/2021,3653,3772
4042,METROPOLITAN AV,03/16/2021,3671,3861
4043,METROPOLITAN AV,03/17/2021,3883,4024
4044,METROPOLITAN AV,03/18/2021,3704,3818
4045,METROPOLITAN AV,03/19/2021,3973,4403
4046,METROPOLITAN AV,03/06/2021,2710,3453
4047,METROPOLITAN AV,03/07/2021,2102,2625
4048,METROPOLITAN AV,03/08/2021,3582,3797
4049,METROPOLITAN AV,03/09/2021,3893,4136
4050,METROPOLITAN AV,03/10/2021,3878,4037
4051,METROPOLITAN AV,03/11/2021,3980,4279
4052,METROPOLITAN AV,03/12/2021,4124,4474
4053,METROPOLITAN AV,02/27/2021,2461,3084
4054,METROPOLITAN AV,02/28/2021,1909,2329
4055,METROPOLITAN AV,03/01/2021,3644,3762
4056,METROPOLITAN AV,03/02/2021,3725,3791
4057,METROPOLITAN AV,03/03/2021,3979,4553
4058,METROPOLITAN AV,03/04/2021,3735,3942
4059,METROPOLITAN AV,03/05/2021,3772,4218
4060,INWOOD-207 ST,03/27/2021,2968,2106
4061,INWOOD-207 ST,03/28/2021,2114,1972
4062,INWOOD-207 ST,03/29/2021,3790,2776
4063,INWOOD-207 ST,03/30/2021,3874,2825
4064,INWOOD-207 ST,03/31/2021,3718,2704
4065,INWOOD-207 ST,04/01/2021,3786,2797
4066,INWOOD-207 ST,04/02/2021,2996,2091
4067,INWOOD-207 ST,03/20/2021,6462,3948
4068,INWOOD-207 ST,03/21/2021,4669,3385
4069,INWOOD-207 ST,03/22/2021,3874,2910
4070,INWOOD-207 ST,03/23/2021,3972,2745
4071,INWOOD-207 ST,03/24/2021,3894,2786
4072,INWOOD-207 ST,03/25/2021,3975,2941
4073,INWOOD-207 ST,03/26/2021,3628,2259
4074,INWOOD-207 ST,03/13/2021,6061,3892
4075,INWOOD-207 ST,03/14/2021,4486,3413
4076,INWOOD-207 ST,03/15/2021,3668,2744
4077,INWOOD-207 ST,03/16/2021,3929,2796
4078,INWOOD-207 ST,03/17/2021,3782,2756
4079,INWOOD-207 ST,03/18/2021,3666,2651
4080,INWOOD-207 ST,03/19/2021,3921,2827
4081,INWOOD-207 ST,03/06/2021,5499,3343
4082,INWOOD-207 ST,03/07/2021,4203,3109
4083,INWOOD-207 ST,03/08/2021,3743,2709
4084,INWOOD-207 ST,03/09/2021,3887,2834
4085,INWOOD-207 ST,03/10/2021,3985,2651
4086,INWOOD-207 ST,03/11/2021,3997,2821
4087,INWOOD-207 ST,03/12/2021,4085,2889
4088,INWOOD-207 ST,02/27/2021,4131,3156
4089,INWOOD-207 ST,02/28/2021,3187,2737
4090,INWOOD-207 ST,03/01/2021,3629,2526
4091,INWOOD-207 ST,03/02/2021,3695,2704
4092,INWOOD-207 ST,03/03/2021,3869,2716
4093,INWOOD-207 ST,03/04/2021,3819,2794
4094,INWOOD-207 ST,03/05/2021,3745,2815
4095,DYCKMAN ST,03/27/2021,3569,1171
4096,DYCKMAN ST,03/28/2021,2160,915
4097,DYCKMAN ST,03/29/2021,4670,1746
4098,DYCKMAN ST,03/30/2021,4879,1925
4099,DYCKMAN ST,03/31/2021,4752,1776
4100,DYCKMAN ST,04/01/2021,4812,1800
4101,DYCKMAN ST,04/02/2021,4408,1676
4102,DYCKMAN ST,03/20/2021,2655,155
4103,DYCKMAN ST,03/21/2021,2051,110
4104,DYCKMAN ST,03/22/2021,4999,1808
4105,DYCKMAN ST,03/23/2021,5096,1880
4106,DYCKMAN ST,03/24/2021,5004,1964
4107,DYCKMAN ST,03/25/2021,5253,1929
4108,DYCKMAN ST,03/26/2021,5196,1787
4109,DYCKMAN ST,03/13/2021,2535,141
4110,DYCKMAN ST,03/14/2021,1829,127
4111,DYCKMAN ST,03/15/2021,4553,1600
4112,DYCKMAN ST,03/16/2021,4477,1723
4113,DYCKMAN ST,03/17/2021,5013,1731
4114,DYCKMAN ST,03/18/2021,4617,1710
4115,DYCKMAN ST,03/19/2021,5061,1816
4116,DYCKMAN ST,03/06/2021,2376,125
4117,DYCKMAN ST,03/07/2021,1768,105
4118,DYCKMAN ST,03/08/2021,4654,2016
4119,DYCKMAN ST,03/09/2021,5046,2158
4120,DYCKMAN ST,03/10/2021,5171,2021
4121,DYCKMAN ST,03/11/2021,5269,2193
4122,DYCKMAN ST,03/12/2021,5367,2197
4123,DYCKMAN ST,02/27/2021,3431,944
4124,DYCKMAN ST,02/28/2021,2670,898
4125,DYCKMAN ST,03/01/2021,4643,1951
4126,DYCKMAN ST,03/02/2021,4788,1979
4127,DYCKMAN ST,03/03/2021,5106,1887
4128,DYCKMAN ST,03/04/2021,5047,2081
4129,DYCKMAN ST,03/05/2021,5122,2113
4130,190 ST,03/27/2021,847,215
4131,190 ST,03/28/2021,458,98
4132,190 ST,03/29/2021,956,161
4133,190 ST,03/30/2021,988,149
4134,190 ST,03/31/2021,953,115
4135,190 ST,04/01/2021,929,167
4136,190 ST,04/02/2021,911,153
4137,190 ST,03/20/2021,1054,237
4138,190 ST,03/21/2021,884,212
4139,190 ST,03/22/2021,980,159
4140,190 ST,03/23/2021,978,143
4141,190 ST,03/24/2021,940,120
4142,190 ST,03/25/2021,1044,167
4143,190 ST,03/26/2021,999,164
4144,190 ST,03/13/2021,1148,232
4145,190 ST,03/14/2021,817,175
4146,190 ST,03/15/2021,952,126
4147,190 ST,03/16/2021,988,133
4148,190 ST,03/17/2021,961,110
4149,190 ST,03/18/2021,950,135
4150,190 ST,03/19/2021,970,148
4151,190 ST,03/06/2021,1095,219
4152,190 ST,03/07/2021,944,259
4153,190 ST,03/08/2021,1001,138
4154,190 ST,03/09/2021,1073,185
4155,190 ST,03/10/2021,1023,115
4156,190 ST,03/11/2021,1082,164
4157,190 ST,03/12/2021,1051,205
4158,190 ST,02/27/2021,1018,182
4159,190 ST,02/28/2021,742,159
4160,190 ST,03/01/2021,981,133
4161,190 ST,03/02/2021,940,196
4162,190 ST,03/03/2021,1029,166
4163,190 ST,03/04/2021,1003,161
4164,190 ST,03/05/2021,1048,202
4165,181 ST,03/27/2021,3236,3734
4166,181 ST,03/28/2021,1756,2345
4167,181 ST,03/29/2021,3752,4765
4168,181 ST,03/30/2021,4249,4921
4169,181 ST,03/31/2021,4076,4703
4170,181 ST,04/01/2021,4055,4712
4171,181 ST,04/02/2021,3842,4340
4172,181 ST,03/20/2021,3405,3885
4173,181 ST,03/21/2021,2623,3294
4174,181 ST,03/22/2021,4238,5029
4175,181 ST,03/23/2021,4479,5046
4176,181 ST,03/24/2021,4437,5061
4177,181 ST,03/25/2021,4449,5172
4178,181 ST,03/26/2021,4478,5002
4179,181 ST,03/13/2021,3145,3684
4180,181 ST,03/14/2021,2435,3263
4181,181 ST,03/15/2021,4032,4800
4182,181 ST,03/16/2021,4258,4926
4183,181 ST,03/17/2021,4345,4943
4184,181 ST,03/18/2021,4143,4819
4185,181 ST,03/19/2021,4422,4981
4186,181 ST,03/06/2021,2903,3498
4187,181 ST,03/07/2021,2407,3059
4188,181 ST,03/08/2021,3989,4597
4189,181 ST,03/09/2021,4286,4839
4190,181 ST,03/10/2021,4383,4907
4191,181 ST,03/11/2021,4451,5020
4192,181 ST,03/12/2021,4369,5000
4193,181 ST,02/27/2021,2668,3203
4194,181 ST,02/28/2021,2146,2720
4195,181 ST,03/01/2021,4050,4746
4196,181 ST,03/02/2021,4109,4799
4197,181 ST,03/03/2021,4394,4903
4198,181 ST,03/04/2021,4266,4848
4199,181 ST,03/05/2021,4159,4641
4200,175 ST,03/27/2021,3633,2884
4201,175 ST,03/28/2021,2499,2139
4202,175 ST,03/29/2021,4794,3729
4203,175 ST,03/30/2021,4907,3795
4204,175 ST,03/31/2021,4773,3837
4205,175 ST,04/01/2021,4754,3680
4206,175 ST,04/02/2021,4481,3604
4207,175 ST,03/20/2021,3678,3022
4208,175 ST,03/21/2021,3118,2396
4209,175 ST,03/22/2021,4979,3652
4210,175 ST,03/23/2021,5173,3790
4211,175 ST,03/24/2021,5115,3831
4212,175 ST,03/25/2021,5211,3722
4213,175 ST,03/26/2021,5109,3918
4214,175 ST,03/13/2021,3800,3259
4215,175 ST,03/14/2021,2869,2187
4216,175 ST,03/15/2021,4616,3634
4217,175 ST,03/16/2021,4871,3743
4218,175 ST,03/17/2021,5022,3818
4219,175 ST,03/18/2021,4801,3609
4220,175 ST,03/19/2021,5136,3885
4221,175 ST,03/06/2021,3665,3068
4222,175 ST,03/07/2021,3034,2500
4223,175 ST,03/08/2021,4794,3972
4224,175 ST,03/09/2021,5048,4143
4225,175 ST,03/10/2021,5182,4146
4226,175 ST,03/11/2021,5362,4219
4227,175 ST,03/12/2021,5499,4218
4228,175 ST,02/27/2021,3347,2802
4229,175 ST,02/28/2021,2776,2310
4230,175 ST,03/01/2021,5079,3993
4231,175 ST,03/02/2021,5000,4019
4232,175 ST,03/03/2021,5338,4200
4233,175 ST,03/04/2021,5201,4040
4234,175 ST,03/05/2021,5310,4081
4235,168 ST,03/27/2021,5406,5713
4236,168 ST,03/28/2021,3041,3621
4237,168 ST,03/29/2021,8201,8712
4238,168 ST,03/30/2021,9325,9859
4239,168 ST,03/31/2021,8998,9459
4240,168 ST,04/01/2021,9035,9673
4241,168 ST,04/02/2021,8552,8951
4242,168 ST,03/20/2021,5395,4952
4243,168 ST,03/21/2021,3778,3917
4244,168 ST,03/22/2021,8753,8961
4245,168 ST,03/23/2021,9493,10159
4246,168 ST,03/24/2021,9485,9748
4247,168 ST,03/25/2021,9543,9916
4248,168 ST,03/26/2021,9156,9332
4249,168 ST,03/13/2021,5681,5255
4250,168 ST,03/14/2021,3610,3527
4251,168 ST,03/15/2021,8377,8661
4252,168 ST,03/16/2021,9187,9672
4253,168 ST,03/17/2021,9317,9904
4254,168 ST,03/18/2021,9051,9190
4255,168 ST,03/19/2021,9122,9421
4256,168 ST,03/06/2021,5405,5330
4257,168 ST,03/07/2021,3828,4225
4258,168 ST,03/08/2021,8821,9336
4259,168 ST,03/09/2021,9937,10404
4260,168 ST,03/10/2021,10172,10418
4261,168 ST,03/11/2021,9867,10568
4262,168 ST,03/12/2021,9794,10414
4263,168 ST,02/27/2021,5369,5223
4264,168 ST,02/28/2021,3812,3883
4265,168 ST,03/01/2021,8844,9319
4266,168 ST,03/02/2021,9233,9960
4267,168 ST,03/03/2021,9942,10245
4268,168 ST,03/04/2021,9356,8921
4269,168 ST,03/05/2021,9416,9801
4270,163 ST-AMSTERDM,03/27/2021,1244,1480
4271,163 ST-AMSTERDM,03/28/2021,731,1023
4272,163 ST-AMSTERDM,03/29/2021,1353,1564
4273,163 ST-AMSTERDM,03/30/2021,1553,1670
4274,163 ST-AMSTERDM,03/31/2021,1389,1558
4275,163 ST-AMSTERDM,04/01/2021,1402,1550
4276,163 ST-AMSTERDM,04/02/2021,1413,1550
4277,163 ST-AMSTERDM,03/20/2021,1212,1492
4278,163 ST-AMSTERDM,03/21/2021,1050,1312
4279,163 ST-AMSTERDM,03/22/2021,1436,1691
4280,163 ST-AMSTERDM,03/23/2021,1565,1716
4281,163 ST-AMSTERDM,03/24/2021,1462,1778
4282,163 ST-AMSTERDM,03/25/2021,1549,1659
4283,163 ST-AMSTERDM,03/26/2021,1404,1549
4284,163 ST-AMSTERDM,03/13/2021,1259,1404
4285,163 ST-AMSTERDM,03/14/2021,916,1404
4286,163 ST-AMSTERDM,03/15/2021,1404,1579
4287,163 ST-AMSTERDM,03/16/2021,1410,1600
4288,163 ST-AMSTERDM,03/17/2021,1476,1702
4289,163 ST-AMSTERDM,03/18/2021,1463,1599
4290,163 ST-AMSTERDM,03/19/2021,1579,1757
4291,163 ST-AMSTERDM,03/06/2021,1058,1348
4292,163 ST-AMSTERDM,03/07/2021,854,1274
4293,163 ST-AMSTERDM,03/08/2021,1359,1633
4294,163 ST-AMSTERDM,03/09/2021,1438,1584
4295,163 ST-AMSTERDM,03/10/2021,1454,1606
4296,163 ST-AMSTERDM,03/11/2021,1526,1526
4297,163 ST-AMSTERDM,03/12/2021,1501,1543
4298,163 ST-AMSTERDM,02/27/2021,759,1273
4299,163 ST-AMSTERDM,02/28/2021,526,1082
4300,163 ST-AMSTERDM,03/01/2021,1339,1584
4301,163 ST-AMSTERDM,03/02/2021,1377,1568
4302,163 ST-AMSTERDM,03/03/2021,1402,1705
4303,163 ST-AMSTERDM,03/04/2021,1359,1512
4304,163 ST-AMSTERDM,03/05/2021,1448,1611
4305,155 ST,03/27/2021,1875,1642
4306,155 ST,03/28/2021,1130,1189
4307,155 ST,03/29/2021,2192,1776
4308,155 ST,03/30/2021,2350,1875
4309,155 ST,03/31/2021,2297,1787
4310,155 ST,04/01/2021,2372,1842
4311,155 ST,04/02/2021,2247,1872
4312,155 ST,03/20/2021,1851,1662
4313,155 ST,03/21/2021,1548,1343
4314,155 ST,03/22/2021,2302,1872
4315,155 ST,03/23/2021,2478,1905
4316,155 ST,03/24/2021,2340,1943
4317,155 ST,03/25/2021,2509,1979
4318,155 ST,03/26/2021,2439,1864
4319,155 ST,03/13/2021,1824,1535
4320,155 ST,03/14/2021,1424,1429
4321,155 ST,03/15/2021,2192,1683
4322,155 ST,03/16/2021,2302,1833
4323,155 ST,03/17/2021,2388,1843
4324,155 ST,03/18/2021,2274,1816
4325,155 ST,03/19/2021,2447,1916
4326,155 ST,03/06/2021,1599,1456
4327,155 ST,03/07/2021,1328,1253
4328,155 ST,03/08/2021,2180,1748
4329,155 ST,03/09/2021,2342,1765
4330,155 ST,03/10/2021,2349,1806
4331,155 ST,03/11/2021,2350,1774
4332,155 ST,03/12/2021,2401,1788
4333,155 ST,02/27/2021,1143,1351
4334,155 ST,02/28/2021,850,1177
4335,155 ST,03/01/2021,2219,1699
4336,155 ST,03/02/2021,2121,1821
4337,155 ST,03/03/2021,2320,1757
4338,155 ST,03/04/2021,2361,1799
4339,155 ST,03/05/2021,2397,1672
4340,145 ST,03/27/2021,8694,9950
4341,145 ST,03/28/2021,5373,6653
4342,145 ST,03/29/2021,10715,11033
4343,145 ST,03/30/2021,11394,11715
4344,145 ST,03/31/2021,11131,11101
4345,145 ST,04/01/2021,11296,11331
4346,145 ST,04/02/2021,10810,10828
4347,145 ST,03/20/2021,6893,7391
4348,145 ST,03/21/2021,5477,6425
4349,145 ST,03/22/2021,10914,11539
4350,145 ST,03/23/2021,11265,11668
4351,145 ST,03/24/2021,10966,11571
4352,145 ST,03/25/2021,11736,12112
4353,145 ST,03/26/2021,11798,11760
4354,145 ST,03/13/2021,7265,7917
4355,145 ST,03/14/2021,5008,5447
4356,145 ST,03/15/2021,10331,10340
4357,145 ST,03/16/2021,10908,11079
4358,145 ST,03/17/2021,11518,11511
4359,145 ST,03/18/2021,11071,11587
4360,145 ST,03/19/2021,11645,11657
4361,145 ST,03/06/2021,6943,7745
4362,145 ST,03/07/2021,5318,6536
4363,145 ST,03/08/2021,10966,11663
4364,145 ST,03/09/2021,11694,12782
4365,145 ST,03/10/2021,11802,12714
4366,145 ST,03/11/2021,12037,13049
4367,145 ST,03/12/2021,12768,13790
4368,145 ST,02/27/2021,6728,7340
4369,145 ST,02/28/2021,5147,6150
4370,145 ST,03/01/2021,10661,11218
4371,145 ST,03/02/2021,11231,11827
4372,145 ST,03/03/2021,11761,11830
4373,145 ST,03/04/2021,11386,11530
4374,145 ST,03/05/2021,11810,11806
4375,135 ST,03/27/2021,4334,3458
4376,135 ST,03/28/2021,2599,2789
4377,135 ST,03/29/2021,5696,4654
4378,135 ST,03/30/2021,6038,4639
4379,135 ST,03/31/2021,5863,4782
4380,135 ST,04/01/2021,6124,4820
4381,135 ST,04/02/2021,5931,4832
4382,135 ST,03/20/2021,4065,3538
4383,135 ST,03/21/2021,2972,3046
4384,135 ST,03/22/2021,5983,4760
4385,135 ST,03/23/2021,6281,4824
4386,135 ST,03/24/2021,5972,4876
4387,135 ST,03/25/2021,6371,4952
4388,135 ST,03/26/2021,6373,5009
4389,135 ST,03/13/2021,4368,4140
4390,135 ST,03/14/2021,2847,3167
4391,135 ST,03/15/2021,5879,4829
4392,135 ST,03/16/2021,5898,4772
4393,135 ST,03/17/2021,6118,4711
4394,135 ST,03/18/2021,5854,4703
4395,135 ST,03/19/2021,6249,4818
4396,135 ST,03/06/2021,4052,3778
4397,135 ST,03/07/2021,3071,3136
4398,135 ST,03/08/2021,5869,4847
4399,135 ST,03/09/2021,6280,4957
4400,135 ST,03/10/2021,6143,5057
4401,135 ST,03/11/2021,6414,5384
4402,135 ST,03/12/2021,6570,5440
4403,135 ST,02/27/2021,3430,3410
4404,135 ST,02/28/2021,2630,2997
4405,135 ST,03/01/2021,6125,4926
4406,135 ST,03/02/2021,6157,5022
4407,135 ST,03/03/2021,6517,5294
4408,135 ST,03/04/2021,6626,5416
4409,135 ST,03/05/2021,6447,5243
4410,125 ST,03/27/2021,17037,22976
4411,125 ST,03/28/2021,10623,15478
4412,125 ST,03/29/2021,22400,27387
4413,125 ST,03/30/2021,23228,27935
4414,125 ST,03/31/2021,22611,26703
4415,125 ST,04/01/2021,22603,27594
4416,125 ST,04/02/2021,21998,27062
4417,125 ST,03/20/2021,16640,21632
4418,125 ST,03/21/2021,13161,17639
4419,125 ST,03/22/2021,22983,27975
4420,125 ST,03/23/2021,23176,27562
4421,125 ST,03/24/2021,23583,27038
4422,125 ST,03/25/2021,24429,29137
4423,125 ST,03/26/2021,24410,28931
4424,125 ST,03/13/2021,17096,22436
4425,125 ST,03/14/2021,12081,16453
4426,125 ST,03/15/2021,22270,26664
4427,125 ST,03/16/2021,22727,26313
4428,125 ST,03/17/2021,22785,27396
4429,125 ST,03/18/2021,21867,26159
4430,125 ST,03/19/2021,23750,28373
4431,125 ST,03/06/2021,16128,21323
4432,125 ST,03/07/2021,12216,16954
4433,125 ST,03/08/2021,22971,26959
4434,125 ST,03/09/2021,23252,27483
4435,125 ST,03/10/2021,24688,28941
4436,125 ST,03/11/2021,23664,28145
4437,125 ST,03/12/2021,23809,29139
4438,125 ST,02/27/2021,15269,19532
4439,125 ST,02/28/2021,11578,15662
4440,125 ST,03/01/2021,23428,27296
4441,125 ST,03/02/2021,23665,27320
4442,125 ST,03/03/2021,23088,27423
4443,125 ST,03/04/2021,22709,26913
4444,125 ST,03/05/2021,23024,27832
4445,116 ST,03/27/2021,7948,7349
4446,116 ST,03/28/2021,5090,5103
4447,116 ST,03/29/2021,10160,9450
4448,116 ST,03/30/2021,10796,9886
4449,116 ST,03/31/2021,10595,9809
4450,116 ST,04/01/2021,10730,9926
4451,116 ST,04/02/2021,10265,9904
4452,116 ST,03/20/2021,7899,7597
4453,116 ST,03/21/2021,5946,6027
4454,116 ST,03/22/2021,10909,10309
4455,116 ST,03/23/2021,11204,10227
4456,116 ST,03/24/2021,10999,10101
4457,116 ST,03/25/2021,11441,10708
4458,116 ST,03/26/2021,11015,10192
4459,116 ST,03/13/2021,7467,7060
4460,116 ST,03/14/2021,5703,5924
4461,116 ST,03/15/2021,10372,9497
4462,116 ST,03/16/2021,10726,9807
4463,116 ST,03/17/2021,11243,10093
4464,116 ST,03/18/2021,10253,9320
4465,116 ST,03/19/2021,10906,10126
4466,116 ST,03/06/2021,7058,6756
4467,116 ST,03/07/2021,5244,5502
4468,116 ST,03/08/2021,10187,9290
4469,116 ST,03/09/2021,10444,9716
4470,116 ST,03/10/2021,10768,9683
4471,116 ST,03/11/2021,10898,9844
4472,116 ST,03/12/2021,10497,9051
4473,116 ST,02/27/2021,6360,6232
4474,116 ST,02/28/2021,5116,5306
4475,116 ST,03/01/2021,9702,9133
4476,116 ST,03/02/2021,10326,9259
4477,116 ST,03/03/2021,10844,9697
4478,116 ST,03/04/2021,10413,9367
4479,116 ST,03/05/2021,10638,9703
4480,CATHEDRAL PKWY,03/27/2021,4143,3785
4481,CATHEDRAL PKWY,03/28/2021,2441,2330
4482,CATHEDRAL PKWY,03/29/2021,4912,4283
4483,CATHEDRAL PKWY,03/30/2021,5320,4601
4484,CATHEDRAL PKWY,03/31/2021,5049,4433
4485,CATHEDRAL PKWY,04/01/2021,5100,4402
4486,CATHEDRAL PKWY,04/02/2021,5012,4402
4487,CATHEDRAL PKWY,03/20/2021,3811,3425
4488,CATHEDRAL PKWY,03/21/2021,2887,3072
4489,CATHEDRAL PKWY,03/22/2021,5036,4310
4490,CATHEDRAL PKWY,03/23/2021,5311,4478
4491,CATHEDRAL PKWY,03/24/2021,5143,4444
4492,CATHEDRAL PKWY,03/25/2021,5620,4748
4493,CATHEDRAL PKWY,03/26/2021,5649,4824
4494,CATHEDRAL PKWY,03/13/2021,3647,3238
4495,CATHEDRAL PKWY,03/14/2021,2762,2853
4496,CATHEDRAL PKWY,03/15/2021,4735,4037
4497,CATHEDRAL PKWY,03/16/2021,5282,4358
4498,CATHEDRAL PKWY,03/17/2021,5299,4478
4499,CATHEDRAL PKWY,03/18/2021,5084,4368
4500,CATHEDRAL PKWY,03/19/2021,5662,4731
4501,CATHEDRAL PKWY,03/06/2021,3199,2887
4502,CATHEDRAL PKWY,03/07/2021,2548,2634
4503,CATHEDRAL PKWY,03/08/2021,4984,4234
4504,CATHEDRAL PKWY,03/09/2021,5415,4478
4505,CATHEDRAL PKWY,03/10/2021,5324,4511
4506,CATHEDRAL PKWY,03/11/2021,5684,4618
4507,CATHEDRAL PKWY,03/12/2021,5720,4744
4508,CATHEDRAL PKWY,02/27/2021,2915,2608
4509,CATHEDRAL PKWY,02/28/2021,2241,2302
4510,CATHEDRAL PKWY,03/01/2021,4882,4170
4511,CATHEDRAL PKWY,03/02/2021,5287,4356
4512,CATHEDRAL PKWY,03/03/2021,5405,4431
4513,CATHEDRAL PKWY,03/04/2021,5454,4433
4514,CATHEDRAL PKWY,03/05/2021,5282,4442
4515,103 ST,03/27/2021,6388,6817
4516,103 ST,03/28/2021,4014,4443
4517,103 ST,03/29/2021,8841,9268
4518,103 ST,03/30/2021,9776,9888
4519,103 ST,03/31/2021,9538,9563
4520,103 ST,04/01/2021,9733,9631
4521,103 ST,04/02/2021,9121,9074
4522,103 ST,03/20/2021,6142,6224
4523,103 ST,03/21/2021,4551,5135
4524,103 ST,03/22/2021,9456,9928
4525,103 ST,03/23/2021,9699,9796
4526,103 ST,03/24/2021,9877,10066
4527,103 ST,03/25/2021,9861,9895
4528,103 ST,03/26/2021,9900,9845
4529,103 ST,03/13/2021,5776,5984
4530,103 ST,03/14/2021,4579,5075
4531,103 ST,03/15/2021,9105,9080
4532,103 ST,03/16/2021,9833,9702
4533,103 ST,03/17/2021,9971,9951
4534,103 ST,03/18/2021,9662,9920
4535,103 ST,03/19/2021,9986,10005
4536,103 ST,03/06/2021,5533,5729
4537,103 ST,03/07/2021,4236,4573
4538,103 ST,03/08/2021,8698,9043
4539,103 ST,03/09/2021,9145,9456
4540,103 ST,03/10/2021,9354,9388
4541,103 ST,03/11/2021,9292,9462
4542,103 ST,03/12/2021,9178,9531
4543,103 ST,02/27/2021,5032,5326
4544,103 ST,02/28/2021,3945,4419
4545,103 ST,03/01/2021,8897,9146
4546,103 ST,03/02/2021,9107,9368
4547,103 ST,03/03/2021,9297,9470
4548,103 ST,03/04/2021,9392,9547
4549,103 ST,03/05/2021,9380,9704
4550,96 ST,03/27/2021,11301,13597
4551,96 ST,03/28/2021,6992,9040
4552,96 ST,03/29/2021,16420,18021
4553,96 ST,03/30/2021,17707,18702
4554,96 ST,03/31/2021,16985,17663
4555,96 ST,04/01/2021,17330,18494
4556,96 ST,04/02/2021,16091,17396
4557,96 ST,03/20/2021,10864,12546
4558,96 ST,03/21/2021,8493,10849
4559,96 ST,03/22/2021,18431,20546
4560,96 ST,03/23/2021,19174,20214
4561,96 ST,03/24/2021,18349,19541
4562,96 ST,03/25/2021,18757,19930
4563,96 ST,03/26/2021,18872,19522
4564,96 ST,03/13/2021,10528,12421
4565,96 ST,03/14/2021,8022,10333
4566,96 ST,03/15/2021,18243,19459
4567,96 ST,03/16/2021,19034,20275
