,STATION,DATE,ENTRIES,EXITS
194,34 ST-HERALD SQ,03/18/2021,22001,27922
195,34 ST-HERALD SQ,03/19/2021,23138,30669
196,34 ST-HERALD SQ,03/06/2021,16398,21718
197,34 ST-HERALD SQ,03/07/2021,12975,17237
198,34 ST-HERALD SQ,03/08/2021,25637,30788
199,34 ST-HERALD SQ,03/09/2021,26449,30754
200,34 ST-HERALD SQ,03/10/2021,26319,30886
201,34 ST-HERALD SQ,03/11/2021,25908,31012
202,34 ST-HERALD SQ,03/12/2021,25972,32279
203,34 ST-HERALD SQ,02/27/2021,14845,21003
204,34 ST-HERALD SQ,02/28/2021,11838,15696
205,34 ST-HERALD SQ,03/01/2021,24974,30142
206,34 ST-HERALD SQ,03/02/2021,25487,31076
207,34 ST-HERALD SQ,03/03/2021,25712,31126
208,34 ST-HERALD SQ,03/04/2021,25947,30949
209,34 ST-HERALD SQ,03/05/2021,24672,31436
210,28 ST,03/27/2021,5615,10064
211,28 ST,03/28/2021,3347,5714
212,28 ST,03/29/2021,9208,13161
213,28 ST,03/30/2021,9985,14110
214,28 ST,03/31/2021,9966,14149
215,28 ST,04/01/2021,10069,14571
216,28 ST,04/02/2021,9409,14110
217,28 ST,03/20/2021,5431,9716
218,28 ST,03/21/2021,3825,6787
219,28 ST,03/22/2021,9352,12908
220,28 ST,03/23/2021,9719,13496
221,28 ST,03/24/2021,10288,13807
222,28 ST,03/25/2021,9777,13986
223,28 ST,03/26/2021,9526,14118
224,28 ST,03/13/2021,5310,9380
225,28 ST,03/14/2021,3609,6108
226,28 ST,03/15/2021,9182,12665
227,28 ST,03/16/2021,9700,13360
228,28 ST,03/17/2021,9854,14166
229,28 ST,03/18/2021,9909,13552
230,28 ST,03/19/2021,9627,14452
231,28 ST,03/06/2021,4783,8843
232,28 ST,03/07/2021,3388,5950
233,28 ST,03/08/2021,8892,12601
234,28 ST,03/09/2021,9351,13269
235,28 ST,03/10/2021,9950,13734
236,28 ST,03/11/2021,9705,13640
237,28 ST,03/12/2021,9427,13903
238,28 ST,02/27/2021,4400,7743
239,28 ST,02/28/2021,3154,5305
240,28 ST,03/01/2021,8956,12045
241,28 ST,03/02/2021,9485,12818
242,28 ST,03/03/2021,9754,13311
243,28 ST,03/04/2021,9477,13350
244,28 ST,03/05/2021,8957,13663
245,23 ST,03/27/2021,13137,17032
246,23 ST,03/28/2021,7483,10147
247,23 ST,03/29/2021,21050,24175
248,23 ST,03/30/2021,22827,26378
249,23 ST,03/31/2021,22032,25561
250,23 ST,04/01/2021,22659,26440
251,23 ST,04/02/2021,21327,26134
252,23 ST,03/20/2021,13785,17403
253,23 ST,03/21/2021,9739,12612
254,23 ST,03/22/2021,21495,24257
255,23 ST,03/23/2021,23045,26161
256,23 ST,03/24/2021,22929,25811
257,23 ST,03/25/2021,23034,26833
258,23 ST,03/26/2021,22256,26441
259,23 ST,03/13/2021,13966,17369
260,23 ST,03/14/2021,8973,11767
261,23 ST,03/15/2021,20830,23886
262,23 ST,03/16/2021,22501,25989
263,23 ST,03/17/2021,22628,26559
264,23 ST,03/18/2021,21859,25424
265,23 ST,03/19/2021,23108,27367
266,23 ST,03/06/2021,13235,16655
267,23 ST,03/07/2021,9343,11865
268,23 ST,03/08/2021,21491,23554
269,23 ST,03/09/2021,23019,25355
270,23 ST,03/10/2021,23408,25865
271,23 ST,03/11/2021,24197,26944
272,23 ST,03/12/2021,23576,26841
273,23 ST,02/27/2021,11881,14863
274,23 ST,02/28/2021,8498,10900
275,23 ST,03/01/2021,21424,23595
276,23 ST,03/02/2021,22838,25352
277,23 ST,03/03/2021,24123,26335
278,23 ST,03/04/2021,23450,25706
279,23 ST,03/05/2021,23089,25927
280,14 ST-UNION SQ,03/27/2021,17414,24546
281,14 ST-UNION SQ,03/28/2021,9124,13542
282,14 ST-UNION SQ,03/29/2021,19449,26301
283,14 ST-UNION SQ,03/30/2021,19426,27897
284,14 ST-UNION SQ,03/31/2021,20495,28137
285,14 ST-UNION SQ,04/01/2021,19786,27780
286,14 ST-UNION SQ,04/02/2021,19227,29353
287,14 ST-UNION SQ,03/20/2021,17104,26815
288,14 ST-UNION SQ,03/21/2021,13315,21872
289,14 ST-UNION SQ,03/22/2021,20629,27105
290,14 ST-UNION SQ,03/23/2021,19596,26978
291,14 ST-UNION SQ,03/24/2021,19421,26893
292,14 ST-UNION SQ,03/25/2021,19372,26999
293,14 ST-UNION SQ,03/26/2021,19779,28134
294,14 ST-UNION SQ,03/13/2021,16016,24111
295,14 ST-UNION SQ,03/14/2021,11838,16944
296,14 ST-UNION SQ,03/15/2021,18507,24314
297,14 ST-UNION SQ,03/16/2021,19405,26479
298,14 ST-UNION SQ,03/17/2021,19877,28121
299,14 ST-UNION SQ,03/18/2021,17314,23430
300,14 ST-UNION SQ,03/19/2021,20316,28830
301,14 ST-UNION SQ,03/06/2021,14723,22307
302,14 ST-UNION SQ,03/07/2021,10945,16142
303,14 ST-UNION SQ,03/08/2021,17788,23821
304,14 ST-UNION SQ,03/09/2021,18270,25446
305,14 ST-UNION SQ,03/10/2021,18145,25746
306,14 ST-UNION SQ,03/11/2021,18372,26459
307,14 ST-UNION SQ,03/12/2021,19167,27984
308,14 ST-UNION SQ,02/27/2021,12820,19901
309,14 ST-UNION SQ,02/28/2021,9412,14568
310,14 ST-UNION SQ,03/01/2021,17280,23601
311,14 ST-UNION SQ,03/02/2021,17896,24374
312,14 ST-UNION SQ,03/03/2021,18544,25786
313,14 ST-UNION SQ,03/04/2021,18326,25180
314,14 ST-UNION SQ,03/05/2021,18411,26163
315,8 ST-NYU,03/27/2021,2369,3767
316,8 ST-NYU,03/28/2021,1289,2130
317,8 ST-NYU,03/29/2021,2215,2645
318,8 ST-NYU,03/30/2021,2319,2834
319,8 ST-NYU,03/31/2021,2292,2571
320,8 ST-NYU,04/01/2021,2380,2904
321,8 ST-NYU,04/02/2021,2465,3150
322,8 ST-NYU,03/20/2021,2328,3901
323,8 ST-NYU,03/21/2021,1923,2990
324,8 ST-NYU,03/22/2021,2068,2399
325,8 ST-NYU,03/23/2021,2191,2632
326,8 ST-NYU,03/24/2021,2311,2614
327,8 ST-NYU,03/25/2021,2230,2797
328,8 ST-NYU,03/26/2021,2388,3190
329,8 ST-NYU,03/13/2021,2798,4205
330,8 ST-NYU,03/14/2021,1607,2676
331,8 ST-NYU,03/15/2021,2026,2426
332,8 ST-NYU,03/16/2021,2124,2552
333,8 ST-NYU,03/17/2021,2256,2810
334,8 ST-NYU,03/18/2021,2159,2584
335,8 ST-NYU,03/19/2021,2282,3042
336,8 ST-NYU,03/06/2021,2490,3802
337,8 ST-NYU,03/07/2021,1932,2817
338,8 ST-NYU,03/08/2021,2286,2496
339,8 ST-NYU,03/09/2021,2420,2844
340,8 ST-NYU,03/10/2021,2490,2736
341,8 ST-NYU,03/11/2021,2641,3047
342,8 ST-NYU,03/12/2021,2874,3556
343,8 ST-NYU,02/27/2021,2273,3422
344,8 ST-NYU,02/28/2021,1756,2426
345,8 ST-NYU,03/01/2021,2228,2426
346,8 ST-NYU,03/02/2021,2494,2637
347,8 ST-NYU,03/03/2021,2568,2815
348,8 ST-NYU,03/04/2021,2508,2757
349,8 ST-NYU,03/05/2021,2638,3176
350,PRINCE ST,03/27/2021,2925,5335
351,PRINCE ST,03/28/2021,1573,2902
352,PRINCE ST,03/29/2021,2207,3210
353,PRINCE ST,03/30/2021,2314,3429
354,PRINCE ST,03/31/2021,2111,3147
355,PRINCE ST,04/01/2021,2370,3625
356,PRINCE ST,04/02/2021,2693,4100
357,PRINCE ST,03/20/2021,2755,5679
358,PRINCE ST,03/21/2021,2350,4183
359,PRINCE ST,03/22/2021,1900,2821
360,PRINCE ST,03/23/2021,2043,3118
361,PRINCE ST,03/24/2021,1900,2926
362,PRINCE ST,03/25/2021,2110,3297
363,PRINCE ST,03/26/2021,2324,3928
364,PRINCE ST,03/13/2021,3028,5545
365,PRINCE ST,03/14/2021,2092,3452
366,PRINCE ST,03/15/2021,1788,2705
367,PRINCE ST,03/16/2021,1840,2809
368,PRINCE ST,03/17/2021,1939,3006
369,PRINCE ST,03/18/2021,1901,2840
370,PRINCE ST,03/19/2021,2260,3758
371,PRINCE ST,03/06/2021,2815,4978
372,PRINCE ST,03/07/2021,2136,3657
373,PRINCE ST,03/08/2021,1881,2658
374,PRINCE ST,03/09/2021,2033,2988
375,PRINCE ST,03/10/2021,2057,3023
376,PRINCE ST,03/11/2021,2149,3171
377,PRINCE ST,03/12/2021,2408,3691
378,PRINCE ST,02/27/2021,2421,4569
379,PRINCE ST,02/28/2021,1843,3123
380,PRINCE ST,03/01/2021,1837,2554
381,PRINCE ST,03/02/2021,1897,2807
382,PRINCE ST,03/03/2021,2038,3107
383,PRINCE ST,03/04/2021,2067,3029
384,PRINCE ST,03/05/2021,2334,3434
385,CANAL ST,03/27/2021,11596,16155
386,CANAL ST,03/28/2021,6909,8989
387,CANAL ST,03/29/2021,14862,17456
388,CANAL ST,03/30/2021,15441,18437
389,CANAL ST,03/31/2021,14597,17089
390,CANAL ST,04/01/2021,14441,18150
391,CANAL ST,04/02/2021,14564,18291
392,CANAL ST,03/20/2021,12639,18134
393,CANAL ST,03/21/2021,11343,15103
394,CANAL ST,03/22/2021,14154,16626
395,CANAL ST,03/23/2021,14845,17330
396,CANAL ST,03/24/2021,14176,16359
397,CANAL ST,03/25/2021,15006,18101
398,CANAL ST,03/26/2021,15118,19354
399,CANAL ST,03/13/2021,12187,17542
400,CANAL ST,03/14/2021,8870,12387
401,CANAL ST,03/15/2021,13846,15779
402,CANAL ST,03/16/2021,14200,16586
403,CANAL ST,03/17/2021,14421,17317
404,CANAL ST,03/18/2021,13470,15937
405,CANAL ST,03/19/2021,15098,18762
406,CANAL ST,03/06/2021,11161,16085
407,CANAL ST,03/07/2021,8453,11505
408,CANAL ST,03/08/2021,13577,15701
409,CANAL ST,03/09/2021,14429,16694
410,CANAL ST,03/10/2021,14343,16901
411,CANAL ST,03/11/2021,14469,18010
412,CANAL ST,03/12/2021,14745,19097
413,CANAL ST,02/27/2021,9472,13598
414,CANAL ST,02/28/2021,7220,9783
415,CANAL ST,03/01/2021,13189,15083
416,CANAL ST,03/02/2021,13575,15807
417,CANAL ST,03/03/2021,14278,16894
418,CANAL ST,03/04/2021,13882,16425
419,CANAL ST,03/05/2021,14035,17465
420,CITY HALL,03/27/2021,498,512
421,CITY HALL,03/28/2021,252,209
422,CITY HALL,03/29/2021,1061,707
423,CITY HALL,03/30/2021,1144,893
424,CITY HALL,03/31/2021,1118,799
425,CITY HALL,04/01/2021,983,804
426,CITY HALL,04/02/2021,946,686
427,CITY HALL,03/20/2021,427,354
428,CITY HALL,03/21/2021,348,318
429,CITY HALL,03/22/2021,1108,845
430,CITY HALL,03/23/2021,1175,878
431,CITY HALL,03/24/2021,1095,844
432,CITY HALL,03/25/2021,1158,840
433,CITY HALL,03/26/2021,1046,794
434,CITY HALL,03/13/2021,482,498
435,CITY HALL,03/14/2021,302,318
436,CITY HALL,03/15/2021,1041,837
437,CITY HALL,03/16/2021,1080,876
438,CITY HALL,03/17/2021,1123,844
439,CITY HALL,03/18/2021,1098,826
440,CITY HALL,03/19/2021,1136,824
441,CITY HALL,03/06/2021,412,380
442,CITY HALL,03/07/2021,323,286
443,CITY HALL,03/08/2021,1052,827
444,CITY HALL,03/09/2021,1149,947
445,CITY HALL,03/10/2021,1191,849
446,CITY HALL,03/11/2021,1186,957
447,CITY HALL,03/12/2021,1140,896
448,CITY HALL,02/27/2021,426,328
449,CITY HALL,02/28/2021,290,255
450,CITY HALL,03/01/2021,1097,786
451,CITY HALL,03/02/2021,1133,797
452,CITY HALL,03/03/2021,1122,879
453,CITY HALL,03/04/2021,1150,872
454,CITY HALL,03/05/2021,1130,844
455,CORTLANDT ST,03/27/2021,2636,2762
456,CORTLANDT ST,03/28/2021,1198,2286
457,CORTLANDT ST,03/29/2021,3095,3897
458,CORTLANDT ST,03/30/2021,3198,3863
459,CORTLANDT ST,03/31/2021,3008,3549
460,CORTLANDT ST,04/01/2021,3453,3682
461,CORTLANDT ST,04/02/2021,3550,3351
462,CORTLANDT ST,03/20/2021,2872,2464
463,CORTLANDT ST,03/21/2021,2375,2031
464,CORTLANDT ST,03/22/2021,3595,3267
465,CORTLANDT ST,03/23/2021,3585,3357
466,CORTLANDT ST,03/24/2021,3561,3401
467,CORTLANDT ST,03/25/2021,2735,3267
468,CORTLANDT ST,03/26/2021,3096,3830
469,CORTLANDT ST,03/13/2021,2500,2667
470,CORTLANDT ST,03/14/2021,2000,2019
471,CORTLANDT ST,03/15/2021,3125,3248
472,CORTLANDT ST,03/16/2021,3069,3165
473,CORTLANDT ST,03/17/2021,2988,3673
474,CORTLANDT ST,03/18/2021,2769,3576
475,CORTLANDT ST,03/19/2021,2966,3944
476,CORTLANDT ST,03/06/2021,1966,2881
477,CORTLANDT ST,03/07/2021,1505,2453
478,CORTLANDT ST,03/08/2021,2611,3464
479,CORTLANDT ST,03/09/2021,2756,3523
480,CORTLANDT ST,03/10/2021,2783,3566
481,CORTLANDT ST,03/11/2021,2824,3452
482,CORTLANDT ST,03/12/2021,3090,3597
483,CORTLANDT ST,02/27/2021,1695,1995
484,CORTLANDT ST,02/28/2021,1357,1702
485,CORTLANDT ST,03/01/2021,2528,2893
486,CORTLANDT ST,03/02/2021,2539,3037
487,CORTLANDT ST,03/03/2021,2594,3121
488,CORTLANDT ST,03/04/2021,2539,3128
489,CORTLANDT ST,03/05/2021,2624,3077
490,RECTOR ST,03/27/2021,1224,1032
491,RECTOR ST,03/28/2021,753,541
492,RECTOR ST,03/29/2021,2246,1732
493,RECTOR ST,03/30/2021,2422,1881
494,RECTOR ST,03/31/2021,2358,1862
495,RECTOR ST,04/01/2021,2321,1822
496,RECTOR ST,04/02/2021,2171,1665
497,RECTOR ST,03/20/2021,1232,1035
498,RECTOR ST,03/21/2021,900,806
499,RECTOR ST,03/22/2021,2172,1792
500,RECTOR ST,03/23/2021,2336,1813
501,RECTOR ST,03/24/2021,2341,1935
502,RECTOR ST,03/25/2021,2331,1885
503,RECTOR ST,03/26/2021,2317,1797
504,RECTOR ST,03/13/2021,1332,1032
505,RECTOR ST,03/14/2021,791,694
506,RECTOR ST,03/15/2021,2308,1881
507,RECTOR ST,03/16/2021,2390,1848
508,RECTOR ST,03/17/2021,2389,1954
509,RECTOR ST,03/18/2021,2253,1802
510,RECTOR ST,03/19/2021,2366,1792
511,RECTOR ST,03/06/2021,1144,1032
512,RECTOR ST,03/07/2021,817,766
513,RECTOR ST,03/08/2021,2337,1857
514,RECTOR ST,03/09/2021,2468,1905
515,RECTOR ST,03/10/2021,2467,1994
516,RECTOR ST,03/11/2021,2507,1996
517,RECTOR ST,03/12/2021,2385,2023
518,RECTOR ST,02/27/2021,1039,997
519,RECTOR ST,02/28/2021,718,824
520,RECTOR ST,03/01/2021,2243,2081
521,RECTOR ST,03/02/2021,2360,1951
522,RECTOR ST,03/03/2021,2461,2050
523,RECTOR ST,03/04/2021,2339,1951
524,RECTOR ST,03/05/2021,2339,1783
525,WHITEHALL S-FRY,03/27/2021,2167,2703
526,WHITEHALL S-FRY,03/28/2021,1119,1376
527,WHITEHALL S-FRY,03/29/2021,3328,4123
528,WHITEHALL S-FRY,03/30/2021,3996,4733
529,WHITEHALL S-FRY,03/31/2021,3357,4100
530,WHITEHALL S-FRY,04/01/2021,3496,4050
531,WHITEHALL S-FRY,04/02/2021,3091,3809
532,WHITEHALL S-FRY,03/20/2021,1982,2584
533,WHITEHALL S-FRY,03/21/2021,1563,2000
534,WHITEHALL S-FRY,03/22/2021,3254,4062
535,WHITEHALL S-FRY,03/23/2021,3410,4028
536,WHITEHALL S-FRY,03/24/2021,3304,3979
537,WHITEHALL S-FRY,03/25/2021,3411,4085
538,WHITEHALL S-FRY,03/26/2021,3366,4088
539,WHITEHALL S-FRY,03/13/2021,2014,2610
540,WHITEHALL S-FRY,03/14/2021,1521,2041
541,WHITEHALL S-FRY,03/15/2021,3208,3768
542,WHITEHALL S-FRY,03/16/2021,3146,3757
543,WHITEHALL S-FRY,03/17/2021,3238,4024
544,WHITEHALL S-FRY,03/18/2021,3066,3723
545,WHITEHALL S-FRY,03/19/2021,3307,3911
546,WHITEHALL S-FRY,03/06/2021,1681,2347
547,WHITEHALL S-FRY,03/07/2021,1431,1848
548,WHITEHALL S-FRY,03/08/2021,3024,3705
549,WHITEHALL S-FRY,03/09/2021,3188,3806
550,WHITEHALL S-FRY,03/10/2021,3114,3862
551,WHITEHALL S-FRY,03/11/2021,3347,3910
552,WHITEHALL S-FRY,03/12/2021,3259,3766
553,WHITEHALL S-FRY,02/27/2021,1703,2246
554,WHITEHALL S-FRY,02/28/2021,1361,1847
555,WHITEHALL S-FRY,03/01/2021,3075,3685
556,WHITEHALL S-FRY,03/02/2021,3088,3724
557,WHITEHALL S-FRY,03/03/2021,3194,3754
558,WHITEHALL S-FRY,03/04/2021,3049,3757
559,WHITEHALL S-FRY,03/05/2021,3034,3633
560,DELANCEY/ESSEX,03/27/2021,6433,9281
561,DELANCEY/ESSEX,03/28/2021,3950,5694
562,DELANCEY/ESSEX,03/29/2021,6115,7037
563,DELANCEY/ESSEX,03/30/2021,6680,7847
564,DELANCEY/ESSEX,03/31/2021,6369,7446
565,DELANCEY/ESSEX,04/01/2021,6859,7932
566,DELANCEY/ESSEX,04/02/2021,6789,8424
567,DELANCEY/ESSEX,03/20/2021,6179,8615
568,DELANCEY/ESSEX,03/21/2021,4825,6837
569,DELANCEY/ESSEX,03/22/2021,6621,7281
570,DELANCEY/ESSEX,03/23/2021,7014,7816
571,DELANCEY/ESSEX,03/24/2021,6855,7523
572,DELANCEY/ESSEX,03/25/2021,7582,8605
573,DELANCEY/ESSEX,03/26/2021,7587,9648
574,DELANCEY/ESSEX,03/13/2021,6013,8300
575,DELANCEY/ESSEX,03/14/2021,4684,6685
576,DELANCEY/ESSEX,03/15/2021,6152,6894
577,DELANCEY/ESSEX,03/16/2021,6471,7148
578,DELANCEY/ESSEX,03/17/2021,6714,7595
579,DELANCEY/ESSEX,03/18/2021,6590,7441
580,DELANCEY/ESSEX,03/19/2021,7211,8702
581,DELANCEY/ESSEX,03/06/2021,5748,7600
582,DELANCEY/ESSEX,03/07/2021,4487,6185
583,DELANCEY/ESSEX,03/08/2021,6051,6785
584,DELANCEY/ESSEX,03/09/2021,6420,7492
