,STATION,DATE,ENTRIES,EXITS
2744,JEFFERSON ST,03/13/2021,1763,810
2745,JEFFERSON ST,03/14/2021,1158,537
2746,JEFFERSON ST,03/15/2021,2030,845
2747,JEFFERSON ST,03/16/2021,2154,822
2748,JEFFERSON ST,03/17/2021,2196,800
2749,JEFFERSON ST,03/18/2021,2060,815
2750,JEFFERSON ST,03/19/2021,2141,896
2751,JEFFERSON ST,03/06/2021,1696,727
2752,JEFFERSON ST,03/07/2021,1285,533
2753,JEFFERSON ST,03/08/2021,2087,871
2754,JEFFERSON ST,03/09/2021,2348,983
2755,JEFFERSON ST,03/10/2021,2314,907
2756,JEFFERSON ST,03/11/2021,2375,935
2757,JEFFERSON ST,03/12/2021,2416,994
2758,JEFFERSON ST,02/27/2021,1661,844
2759,JEFFERSON ST,02/28/2021,1139,572
2760,JEFFERSON ST,03/01/2021,2258,1022
2761,JEFFERSON ST,03/02/2021,2184,959
2762,JEFFERSON ST,03/03/2021,2320,954
2763,JEFFERSON ST,03/04/2021,2397,948
2764,JEFFERSON ST,03/05/2021,2370,1006
2765,MYRTLE-WYCKOFF,03/27/2021,5740,4138
2766,MYRTLE-WYCKOFF,03/28/2021,3427,3090
2767,MYRTLE-WYCKOFF,03/29/2021,6129,3316
2768,MYRTLE-WYCKOFF,03/30/2021,6403,3438
2769,MYRTLE-WYCKOFF,03/31/2021,6156,2925
2770,MYRTLE-WYCKOFF,04/01/2021,6575,3579
2771,MYRTLE-WYCKOFF,04/02/2021,6070,3288
2772,MYRTLE-WYCKOFF,03/20/2021,5051,4270
2773,MYRTLE-WYCKOFF,03/21/2021,4290,3661
2774,MYRTLE-WYCKOFF,03/22/2021,6454,3461
2775,MYRTLE-WYCKOFF,03/23/2021,6397,3406
2776,MYRTLE-WYCKOFF,03/24/2021,6224,3269
2777,MYRTLE-WYCKOFF,03/25/2021,6769,2941
2778,MYRTLE-WYCKOFF,03/26/2021,6495,2820
2779,MYRTLE-WYCKOFF,03/13/2021,5239,3314
2780,MYRTLE-WYCKOFF,03/14/2021,3034,2122
2781,MYRTLE-WYCKOFF,03/15/2021,6080,3271
2782,MYRTLE-WYCKOFF,03/16/2021,6967,2934
2783,MYRTLE-WYCKOFF,03/17/2021,6263,3052
2784,MYRTLE-WYCKOFF,03/18/2021,5828,3486
2785,MYRTLE-WYCKOFF,03/19/2021,5380,1883
2786,MYRTLE-WYCKOFF,03/06/2021,4982,2945
2787,MYRTLE-WYCKOFF,03/07/2021,3721,2357
2788,MYRTLE-WYCKOFF,03/08/2021,6384,3476
2789,MYRTLE-WYCKOFF,03/09/2021,6744,3744
2790,MYRTLE-WYCKOFF,03/10/2021,6968,3600
2791,MYRTLE-WYCKOFF,03/11/2021,7224,3713
2792,MYRTLE-WYCKOFF,03/12/2021,7465,3692
2793,MYRTLE-WYCKOFF,02/27/2021,4902,3073
2794,MYRTLE-WYCKOFF,02/28/2021,3691,2349
2795,MYRTLE-WYCKOFF,03/01/2021,6352,3502
2796,MYRTLE-WYCKOFF,03/02/2021,6568,3526
2797,MYRTLE-WYCKOFF,03/03/2021,7087,3708
2798,MYRTLE-WYCKOFF,03/04/2021,6896,3710
2799,MYRTLE-WYCKOFF,03/05/2021,7077,3547
2800,HALSEY ST,03/27/2021,3364,2695
2801,HALSEY ST,03/28/2021,2111,1761
2802,HALSEY ST,03/29/2021,4236,3118
2803,HALSEY ST,03/30/2021,4697,3322
2804,HALSEY ST,03/31/2021,4455,3162
2805,HALSEY ST,04/01/2021,4593,3265
2806,HALSEY ST,04/02/2021,4313,2972
2807,HALSEY ST,03/20/2021,3195,2473
2808,HALSEY ST,03/21/2021,2493,1932
2809,HALSEY ST,03/22/2021,4565,3305
2810,HALSEY ST,03/23/2021,4829,3396
2811,HALSEY ST,03/24/2021,4671,3537
2812,HALSEY ST,03/25/2021,4914,3407
2813,HALSEY ST,03/26/2021,4937,3254
2814,HALSEY ST,03/13/2021,3331,2684
2815,HALSEY ST,03/14/2021,2442,1859
2816,HALSEY ST,03/15/2021,4523,3160
2817,HALSEY ST,03/16/2021,4752,3306
2818,HALSEY ST,03/17/2021,4838,3362
2819,HALSEY ST,03/18/2021,4424,3185
2820,HALSEY ST,03/19/2021,3938,2400
2821,HALSEY ST,03/06/2021,3167,2527
2822,HALSEY ST,03/07/2021,2476,2001
2823,HALSEY ST,03/08/2021,4454,3412
2824,HALSEY ST,03/09/2021,4867,3627
2825,HALSEY ST,03/10/2021,4837,3578
2826,HALSEY ST,03/11/2021,4952,3665
2827,HALSEY ST,03/12/2021,4931,3755
2828,HALSEY ST,02/27/2021,3022,2411
2829,HALSEY ST,02/28/2021,2281,1918
2830,HALSEY ST,03/01/2021,4540,3394
2831,HALSEY ST,03/02/2021,4627,3328
2832,HALSEY ST,03/03/2021,4903,3579
2833,HALSEY ST,03/04/2021,4790,3564
2834,HALSEY ST,03/05/2021,4964,3597
2835,WILSON AV,03/27/2021,1360,1403
2836,WILSON AV,03/28/2021,995,938
2837,WILSON AV,03/29/2021,1725,1709
2838,WILSON AV,03/30/2021,1729,1675
2839,WILSON AV,03/31/2021,1755,1638
2840,WILSON AV,04/01/2021,1665,1442
2841,WILSON AV,04/02/2021,1480,1201
2842,WILSON AV,03/20/2021,1350,1349
2843,WILSON AV,03/21/2021,1062,1146
2844,WILSON AV,03/22/2021,1762,1718
2845,WILSON AV,03/23/2021,1847,1707
2846,WILSON AV,03/24/2021,1730,1764
2847,WILSON AV,03/25/2021,1904,1866
2848,WILSON AV,03/26/2021,1834,1746
2849,WILSON AV,03/13/2021,1416,1490
2850,WILSON AV,03/14/2021,1028,999
2851,WILSON AV,03/15/2021,1653,1718
2852,WILSON AV,03/16/2021,1758,1675
2853,WILSON AV,03/17/2021,1792,1711
2854,WILSON AV,03/18/2021,1661,1631
2855,WILSON AV,03/19/2021,1535,960
2856,WILSON AV,03/06/2021,1377,1425
2857,WILSON AV,03/07/2021,1068,1244
2858,WILSON AV,03/08/2021,1689,1835
2859,WILSON AV,03/09/2021,1876,1976
2860,WILSON AV,03/10/2021,1795,1987
2861,WILSON AV,03/11/2021,1879,1958
2862,WILSON AV,03/12/2021,1933,1979
2863,WILSON AV,02/27/2021,1314,1360
2864,WILSON AV,02/28/2021,1095,1240
2865,WILSON AV,03/01/2021,1794,1925
2866,WILSON AV,03/02/2021,1735,1942
2867,WILSON AV,03/03/2021,1890,1978
2868,WILSON AV,03/04/2021,1827,1978
2869,WILSON AV,03/05/2021,1811,1953
2870,BUSHWICK AV,03/27/2021,634,602
2871,BUSHWICK AV,03/28/2021,408,394
2872,BUSHWICK AV,03/29/2021,753,647
2873,BUSHWICK AV,03/30/2021,800,695
2874,BUSHWICK AV,03/31/2021,770,650
2875,BUSHWICK AV,04/01/2021,742,646
2876,BUSHWICK AV,04/02/2021,761,672
2877,BUSHWICK AV,03/20/2021,601,528
2878,BUSHWICK AV,03/21/2021,488,512
2879,BUSHWICK AV,03/22/2021,788,714
2880,BUSHWICK AV,03/23/2021,870,757
2881,BUSHWICK AV,03/24/2021,774,667
2882,BUSHWICK AV,03/25/2021,857,731
2883,BUSHWICK AV,03/26/2021,862,769
2884,BUSHWICK AV,03/13/2021,647,613
2885,BUSHWICK AV,03/14/2021,466,423
2886,BUSHWICK AV,03/15/2021,786,704
2887,BUSHWICK AV,03/16/2021,801,654
2888,BUSHWICK AV,03/17/2021,830,667
2889,BUSHWICK AV,03/18/2021,817,680
2890,BUSHWICK AV,03/19/2021,701,359
2891,BUSHWICK AV,03/06/2021,612,618
2892,BUSHWICK AV,03/07/2021,470,484
2893,BUSHWICK AV,03/08/2021,857,802
2894,BUSHWICK AV,03/09/2021,895,789
2895,BUSHWICK AV,03/10/2021,866,819
2896,BUSHWICK AV,03/11/2021,926,909
2897,BUSHWICK AV,03/12/2021,933,842
2898,BUSHWICK AV,02/27/2021,610,534
2899,BUSHWICK AV,02/28/2021,441,462
2900,BUSHWICK AV,03/01/2021,820,768
2901,BUSHWICK AV,03/02/2021,820,820
2902,BUSHWICK AV,03/03/2021,884,804
2903,BUSHWICK AV,03/04/2021,867,782
2904,BUSHWICK AV,03/05/2021,901,855
2905,ATLANTIC AV,03/27/2021,0,5
2906,ATLANTIC AV,03/28/2021,1,1
2907,ATLANTIC AV,03/29/2021,612,351
2908,ATLANTIC AV,03/30/2021,669,411
2909,ATLANTIC AV,03/31/2021,700,379
2910,ATLANTIC AV,04/01/2021,665,374
2911,ATLANTIC AV,04/02/2021,591,346
2912,ATLANTIC AV,03/20/2021,364,232
2913,ATLANTIC AV,03/21/2021,268,180
2914,ATLANTIC AV,03/22/2021,746,487
2915,ATLANTIC AV,03/23/2021,770,527
2916,ATLANTIC AV,03/24/2021,777,477
2917,ATLANTIC AV,03/25/2021,723,455
2918,ATLANTIC AV,03/26/2021,723,455
2919,ATLANTIC AV,03/13/2021,380,260
2920,ATLANTIC AV,03/14/2021,249,191
2921,ATLANTIC AV,03/15/2021,674,420
2922,ATLANTIC AV,03/16/2021,721,433
2923,ATLANTIC AV,03/17/2021,766,423
2924,ATLANTIC AV,03/18/2021,677,416
2925,ATLANTIC AV,03/19/2021,691,411
2926,ATLANTIC AV,03/06/2021,207,229
2927,ATLANTIC AV,03/07/2021,147,137
2928,ATLANTIC AV,03/08/2021,723,469
2929,ATLANTIC AV,03/09/2021,767,489
2930,ATLANTIC AV,03/10/2021,827,489
2931,ATLANTIC AV,03/11/2021,828,508
2932,ATLANTIC AV,03/12/2021,775,514
2933,ATLANTIC AV,02/27/2021,329,214
2934,ATLANTIC AV,02/28/2021,261,182
2935,ATLANTIC AV,03/01/2021,772,482
2936,ATLANTIC AV,03/02/2021,750,449
2937,ATLANTIC AV,03/03/2021,769,451
2938,ATLANTIC AV,03/04/2021,728,484
2939,ATLANTIC AV,03/05/2021,778,486
2940,SUTTER AV,03/27/2021,1,4
2941,SUTTER AV,03/28/2021,0,2
2942,SUTTER AV,03/29/2021,1167,1180
2943,SUTTER AV,03/30/2021,505,288
2944,SUTTER AV,03/31/2021,419,245
2945,SUTTER AV,04/01/2021,1172,1308
2946,SUTTER AV,04/02/2021,1118,1196
2947,SUTTER AV,03/20/2021,738,1314
2948,SUTTER AV,03/21/2021,567,1063
2949,SUTTER AV,03/22/2021,1106,1356
2950,SUTTER AV,03/23/2021,376,224
2951,SUTTER AV,03/24/2021,429,243
2952,SUTTER AV,03/25/2021,1324,1309
2953,SUTTER AV,03/26/2021,446,271
2954,SUTTER AV,03/13/2021,779,1203
2955,SUTTER AV,03/14/2021,651,1134
2956,SUTTER AV,03/15/2021,445,216
2957,SUTTER AV,03/16/2021,1142,1304
2958,SUTTER AV,03/17/2021,443,226
2959,SUTTER AV,03/18/2021,973,1195
2960,SUTTER AV,03/19/2021,1012,1232
2961,SUTTER AV,03/06/2021,535,836
2962,SUTTER AV,03/07/2021,460,611
2963,SUTTER AV,03/08/2021,446,238
2964,SUTTER AV,03/09/2021,516,270
2965,SUTTER AV,03/10/2021,483,227
2966,SUTTER AV,03/11/2021,1098,1250
2967,SUTTER AV,03/12/2021,1126,1222
2968,SUTTER AV,02/27/2021,720,1282
2969,SUTTER AV,02/28/2021,611,1102
2970,SUTTER AV,03/01/2021,450,211
2971,SUTTER AV,03/02/2021,1139,1202
2972,SUTTER AV,03/03/2021,569,232
2973,SUTTER AV,03/04/2021,495,238
2974,SUTTER AV,03/05/2021,499,231
2975,LIVONIA AV,03/27/2021,32,110
2976,LIVONIA AV,03/28/2021,12,7
2977,LIVONIA AV,03/29/2021,832,1012
2978,LIVONIA AV,03/30/2021,887,1028
2979,LIVONIA AV,03/31/2021,765,1024
2980,LIVONIA AV,04/01/2021,777,930
2981,LIVONIA AV,04/02/2021,650,861
2982,LIVONIA AV,03/20/2021,733,843
2983,LIVONIA AV,03/21/2021,499,637
2984,LIVONIA AV,03/22/2021,1054,1269
2985,LIVONIA AV,03/23/2021,1240,1264
2986,LIVONIA AV,03/24/2021,1137,1201
2987,LIVONIA AV,03/25/2021,1214,1154
2988,LIVONIA AV,03/26/2021,1250,1288
2989,LIVONIA AV,03/13/2021,692,793
2990,LIVONIA AV,03/14/2021,520,650
2991,LIVONIA AV,03/15/2021,1157,1141
2992,LIVONIA AV,03/16/2021,1176,1130
2993,LIVONIA AV,03/17/2021,1253,1208
2994,LIVONIA AV,03/18/2021,1181,1065
2995,LIVONIA AV,03/19/2021,1207,1287
2996,LIVONIA AV,03/06/2021,489,531
2997,LIVONIA AV,03/07/2021,360,408
2998,LIVONIA AV,03/08/2021,1025,844
2999,LIVONIA AV,03/09/2021,1154,906
3000,LIVONIA AV,03/10/2021,1172,922
3001,LIVONIA AV,03/11/2021,1080,1108
3002,LIVONIA AV,03/12/2021,1154,1241
3003,LIVONIA AV,02/27/2021,582,485
3004,LIVONIA AV,02/28/2021,392,369
3005,LIVONIA AV,03/01/2021,1080,840
3006,LIVONIA AV,03/02/2021,1080,808
3007,LIVONIA AV,03/03/2021,1128,892
3008,LIVONIA AV,03/04/2021,1106,850
3009,LIVONIA AV,03/05/2021,1179,799
3010,NEW LOTS,03/27/2021,0,1
3011,NEW LOTS,03/28/2021,0,0
3012,NEW LOTS,03/29/2021,1363,1486
3013,NEW LOTS,03/30/2021,1541,1689
3014,NEW LOTS,03/31/2021,1551,1657
3015,NEW LOTS,04/01/2021,1463,1568
3016,NEW LOTS,04/02/2021,1433,1464
3017,NEW LOTS,03/20/2021,932,1447
3018,NEW LOTS,03/21/2021,678,1062
3019,NEW LOTS,03/22/2021,1566,1735
3020,NEW LOTS,03/23/2021,1776,1802
3021,NEW LOTS,03/24/2021,1630,1723
3022,NEW LOTS,03/25/2021,1748,1720
3023,NEW LOTS,03/26/2021,1690,1669
3024,NEW LOTS,03/13/2021,875,1369
3025,NEW LOTS,03/14/2021,685,1051
3026,NEW LOTS,03/15/2021,1534,1659
3027,NEW LOTS,03/16/2021,1714,1691
3028,NEW LOTS,03/17/2021,1675,1744
3029,NEW LOTS,03/18/2021,1634,1722
3030,NEW LOTS,03/19/2021,1652,1631
3031,NEW LOTS,03/06/2021,730,967
3032,NEW LOTS,03/07/2021,503,672
3033,NEW LOTS,03/08/2021,1489,1757
3034,NEW LOTS,03/09/2021,1553,1720
3035,NEW LOTS,03/10/2021,1519,1681
3036,NEW LOTS,03/11/2021,1514,1641
3037,NEW LOTS,03/12/2021,1463,1585
3038,NEW LOTS,02/27/2021,772,1330
3039,NEW LOTS,02/28/2021,595,1071
3040,NEW LOTS,03/01/2021,1594,1764
3041,NEW LOTS,03/02/2021,1599,1717
3042,NEW LOTS,03/03/2021,1687,1823
3043,NEW LOTS,03/04/2021,1566,1753
3044,NEW LOTS,03/05/2021,1569,1756
3045,EAST 105 ST,03/27/2021,2,24
3046,EAST 105 ST,03/28/2021,0,0
3047,EAST 105 ST,03/29/2021,1176,1464
3048,EAST 105 ST,03/30/2021,1221,1612
3049,EAST 105 ST,03/31/2021,1186,1577
3050,EAST 105 ST,04/01/2021,1187,1524
3051,EAST 105 ST,04/02/2021,1071,1374
3052,EAST 105 ST,03/20/2021,672,889
3053,EAST 105 ST,03/21/2021,492,634
3054,EAST 105 ST,03/22/2021,1309,1621
3055,EAST 105 ST,03/23/2021,1322,1724
3056,EAST 105 ST,03/24/2021,1262,1602
3057,EAST 105 ST,03/25/2021,1303,1635
3058,EAST 105 ST,03/26/2021,1307,1630
3059,EAST 105 ST,03/13/2021,612,834
3060,EAST 105 ST,03/14/2021,460,675
3061,EAST 105 ST,03/15/2021,1311,1540
3062,EAST 105 ST,03/16/2021,1306,1575
3063,EAST 105 ST,03/17/2021,1306,1631
3064,EAST 105 ST,03/18/2021,1221,1570
3065,EAST 105 ST,03/19/2021,1268,1631
3066,EAST 105 ST,03/06/2021,484,683
3067,EAST 105 ST,03/07/2021,307,546
3068,EAST 105 ST,03/08/2021,1199,1389
3069,EAST 105 ST,03/09/2021,1313,1593
3070,EAST 105 ST,03/10/2021,1250,1612
3071,EAST 105 ST,03/11/2021,1292,1623
3072,EAST 105 ST,03/12/2021,1227,1575
3073,EAST 105 ST,02/27/2021,577,824
3074,EAST 105 ST,02/28/2021,405,618
3075,EAST 105 ST,03/01/2021,1226,1559
3076,EAST 105 ST,03/02/2021,1293,1507
3077,EAST 105 ST,03/03/2021,1342,1662
3078,EAST 105 ST,03/04/2021,1309,1600
3079,EAST 105 ST,03/05/2021,1215,1535
3080,CANARSIE-ROCKAW,03/27/2021,39,781
3081,CANARSIE-ROCKAW,03/28/2021,2,335
3082,CANARSIE-ROCKAW,03/29/2021,2704,1601
3083,CANARSIE-ROCKAW,03/30/2021,3009,1740
3084,CANARSIE-ROCKAW,03/31/2021,2776,1680
3085,CANARSIE-ROCKAW,04/01/2021,2829,1761
3086,CANARSIE-ROCKAW,04/02/2021,2645,1631
3087,CANARSIE-ROCKAW,03/20/2021,1769,1188
3088,CANARSIE-ROCKAW,03/21/2021,1257,840
3089,CANARSIE-ROCKAW,03/22/2021,3180,1785
3090,CANARSIE-ROCKAW,03/23/2021,3122,1773
3091,CANARSIE-ROCKAW,03/24/2021,3032,1841
3092,CANARSIE-ROCKAW,03/25/2021,3165,1740
3093,CANARSIE-ROCKAW,03/26/2021,3256,2047
3094,CANARSIE-ROCKAW,03/13/2021,1608,1138
3095,CANARSIE-ROCKAW,03/14/2021,1197,832
3096,CANARSIE-ROCKAW,03/15/2021,2964,1720
3097,CANARSIE-ROCKAW,03/16/2021,2947,1635
3098,CANARSIE-ROCKAW,03/17/2021,3088,1719
3099,CANARSIE-ROCKAW,03/18/2021,2904,1756
3100,CANARSIE-ROCKAW,03/19/2021,2967,1854
3101,CANARSIE-ROCKAW,03/06/2021,1426,992
3102,CANARSIE-ROCKAW,03/07/2021,915,893
3103,CANARSIE-ROCKAW,03/08/2021,2960,1682
3104,CANARSIE-ROCKAW,03/09/2021,3115,1758
3105,CANARSIE-ROCKAW,03/10/2021,3045,1801
3106,CANARSIE-ROCKAW,03/11/2021,3011,1769
3107,CANARSIE-ROCKAW,03/12/2021,3028,1746
3108,CANARSIE-ROCKAW,02/27/2021,1437,1096
3109,CANARSIE-ROCKAW,02/28/2021,1004,838
3110,CANARSIE-ROCKAW,03/01/2021,3007,1659
3111,CANARSIE-ROCKAW,03/02/2021,2876,1710
3112,CANARSIE-ROCKAW,03/03/2021,3116,1864
3113,CANARSIE-ROCKAW,03/04/2021,3022,1789
3114,CANARSIE-ROCKAW,03/05/2021,3013,1740
3115,HOWARD BCH JFK,03/27/2021,1046,416
3116,HOWARD BCH JFK,03/28/2021,926,402
3117,HOWARD BCH JFK,03/29/2021,1205,472
3118,HOWARD BCH JFK,03/30/2021,1194,496
3119,HOWARD BCH JFK,03/31/2021,1163,473
3120,HOWARD BCH JFK,04/01/2021,1202,497
3121,HOWARD BCH JFK,04/02/2021,1149,513
3122,HOWARD BCH JFK,03/20/2021,923,440
3123,HOWARD BCH JFK,03/21/2021,852,406
3124,HOWARD BCH JFK,03/22/2021,1098,442
3125,HOWARD BCH JFK,03/23/2021,1074,467
3126,HOWARD BCH JFK,03/24/2021,1013,419
3127,HOWARD BCH JFK,03/25/2021,1038,453
3128,HOWARD BCH JFK,03/26/2021,1165,516
3129,HOWARD BCH JFK,03/13/2021,842,378
3130,HOWARD BCH JFK,03/14/2021,820,366
3131,HOWARD BCH JFK,03/15/2021,1068,408
3132,HOWARD BCH JFK,03/16/2021,1030,435
3133,HOWARD BCH JFK,03/17/2021,973,419
3134,HOWARD BCH JFK,03/18/2021,981,413
3135,HOWARD BCH JFK,03/19/2021,977,509
3136,HOWARD BCH JFK,03/06/2021,817,336
3137,HOWARD BCH JFK,03/07/2021,771,351
3138,HOWARD BCH JFK,03/08/2021,1032,399
3139,HOWARD BCH JFK,03/09/2021,998,431
3140,HOWARD BCH JFK,03/10/2021,1036,469
3141,HOWARD BCH JFK,03/11/2021,964,426
3142,HOWARD BCH JFK,03/12/2021,1081,505
3143,HOWARD BCH JFK,02/27/2021,784,334
3144,HOWARD BCH JFK,02/28/2021,862,349
3145,HOWARD BCH JFK,03/01/2021,1085,418
3146,HOWARD BCH JFK,03/02/2021,945,393
3147,HOWARD BCH JFK,03/03/2021,877,471
3148,HOWARD BCH JFK,03/04/2021,925,425
3149,HOWARD BCH JFK,03/05/2021,994,439
3150,JFK JAMAICA CT1,03/27/2021,1238,1745
3151,JFK JAMAICA CT1,03/28/2021,1156,1781
3152,JFK JAMAICA CT1,03/29/2021,1383,2112
3153,JFK JAMAICA CT1,03/30/2021,1294,1941
3154,JFK JAMAICA CT1,03/31/2021,1324,2229
3155,JFK JAMAICA CT1,04/01/2021,1507,2494
3156,JFK JAMAICA CT1,04/02/2021,1361,2474
3157,JFK JAMAICA CT1,03/20/2021,1034,1687
3158,JFK JAMAICA CT1,03/21/2021,1064,1736
3159,JFK JAMAICA CT1,03/22/2021,1212,1991
3160,JFK JAMAICA CT1,03/23/2021,1128,1910
3161,JFK JAMAICA CT1,03/24/2021,1047,1899
3162,JFK JAMAICA CT1,03/25/2021,1177,2177
3163,JFK JAMAICA CT1,03/26/2021,1227,2234
3164,JFK JAMAICA CT1,03/13/2021,958,1583
3165,JFK JAMAICA CT1,03/14/2021,1047,1543
3166,JFK JAMAICA CT1,03/15/2021,1109,1754
3167,JFK JAMAICA CT1,03/16/2021,1044,1727
3168,JFK JAMAICA CT1,03/17/2021,1022,1843
3169,JFK JAMAICA CT1,03/18/2021,1103,2159
3170,JFK JAMAICA CT1,03/19/2021,1111,2122
3171,JFK JAMAICA CT1,03/06/2021,912,1434
3172,JFK JAMAICA CT1,03/07/2021,854,1449
3173,JFK JAMAICA CT1,03/08/2021,1075,1621
3174,JFK JAMAICA CT1,03/09/2021,712,1545
3175,JFK JAMAICA CT1,03/10/2021,659,1700
3176,JFK JAMAICA CT1,03/11/2021,728,1895
3177,JFK JAMAICA CT1,03/12/2021,823,2075
3178,JFK JAMAICA CT1,02/27/2021,721,1202
3179,JFK JAMAICA CT1,02/28/2021,479,1232
3180,JFK JAMAICA CT1,03/01/2021,599,1391
3181,JFK JAMAICA CT1,03/02/2021,570,1296
3182,JFK JAMAICA CT1,03/03/2021,618,1414
3183,JFK JAMAICA CT1,03/04/2021,552,1543
3184,JFK JAMAICA CT1,03/05/2021,594,1613
3185,MARCY AV,03/27/2021,2296,3743
3186,MARCY AV,03/28/2021,1383,2370
3187,MARCY AV,03/29/2021,3190,4259
3188,MARCY AV,03/30/2021,3826,5090
3189,MARCY AV,03/31/2021,3732,4793
3190,MARCY AV,04/01/2021,3704,4902
3191,MARCY AV,04/02/2021,3493,4607
3192,MARCY AV,03/20/2021,2145,3496
3193,MARCY AV,03/21/2021,2104,3859
3194,MARCY AV,03/22/2021,4206,5240
3195,MARCY AV,03/23/2021,4296,5354
3196,MARCY AV,03/24/2021,4284,5346
3197,MARCY AV,03/25/2021,4327,5563
3198,MARCY AV,03/26/2021,4128,5386
3199,MARCY AV,03/13/2021,2045,3224
3200,MARCY AV,03/14/2021,2121,3228
3201,MARCY AV,03/15/2021,4043,4999
3202,MARCY AV,03/16/2021,4128,5068
3203,MARCY AV,03/17/2021,4244,5334
3204,MARCY AV,03/18/2021,4239,5132
3205,MARCY AV,03/19/2021,4142,5442
3206,MARCY AV,03/06/2021,1926,2832
3207,MARCY AV,03/07/2021,2010,2879
3208,MARCY AV,03/08/2021,3866,4914
3209,MARCY AV,03/09/2021,3930,5193
3210,MARCY AV,03/10/2021,4128,5210
3211,MARCY AV,03/11/2021,4132,5510
3212,MARCY AV,03/12/2021,4215,5682
3213,MARCY AV,02/27/2021,1653,2574
3214,MARCY AV,02/28/2021,1605,2478
3215,MARCY AV,03/01/2021,3807,4605
3216,MARCY AV,03/02/2021,3885,4853
3217,MARCY AV,03/03/2021,4163,5275
3218,MARCY AV,03/04/2021,4057,5245
3219,MARCY AV,03/05/2021,3924,5084
3220,HEWES ST,03/27/2021,644,771
3221,HEWES ST,03/28/2021,376,522
3222,HEWES ST,03/29/2021,758,897
3223,HEWES ST,03/30/2021,857,1102
3224,HEWES ST,03/31/2021,888,1106
3225,HEWES ST,04/01/2021,917,1053
3226,HEWES ST,04/02/2021,855,996
3227,HEWES ST,03/20/2021,615,789
3228,HEWES ST,03/21/2021,661,898
3229,HEWES ST,03/22/2021,1045,1328
3230,HEWES ST,03/23/2021,1083,1325
3231,HEWES ST,03/24/2021,1118,1384
3232,HEWES ST,03/25/2021,1107,1323
3233,HEWES ST,03/26/2021,1099,1462
3234,HEWES ST,03/13/2021,664,791
3235,HEWES ST,03/14/2021,625,830
3236,HEWES ST,03/15/2021,1066,1258
3237,HEWES ST,03/16/2021,1068,1327
3238,HEWES ST,03/17/2021,1115,1308
3239,HEWES ST,03/18/2021,1045,1251
3240,HEWES ST,03/19/2021,1106,1334
3241,HEWES ST,03/06/2021,608,659
3242,HEWES ST,03/07/2021,615,767
3243,HEWES ST,03/08/2021,972,1153
3244,HEWES ST,03/09/2021,952,1264
3245,HEWES ST,03/10/2021,988,1281
3246,HEWES ST,03/11/2021,995,1229
3247,HEWES ST,03/12/2021,1013,1242
3248,HEWES ST,02/27/2021,559,647
3249,HEWES ST,02/28/2021,491,654
3250,HEWES ST,03/01/2021,1068,1202
3251,HEWES ST,03/02/2021,1022,1205
3252,HEWES ST,03/03/2021,1065,1245
3253,HEWES ST,03/04/2021,1092,1238
3254,HEWES ST,03/05/2021,1079,1187
3255,FLUSHING AV,03/27/2021,3311,2645
3256,FLUSHING AV,03/28/2021,2276,1838
3257,FLUSHING AV,03/29/2021,4524,3682
3258,FLUSHING AV,03/30/2021,4922,4166
3259,FLUSHING AV,03/31/2021,4789,3946
3260,FLUSHING AV,04/01/2021,4938,4010
3261,FLUSHING AV,04/02/2021,4614,3761
3262,FLUSHING AV,03/20/2021,3129,2559
3263,FLUSHING AV,03/21/2021,2968,2569
3264,FLUSHING AV,03/22/2021,5369,4826
3265,FLUSHING AV,03/23/2021,5592,4902
3266,FLUSHING AV,03/24/2021,5349,4773
3267,FLUSHING AV,03/25/2021,5521,4666
3268,FLUSHING AV,03/26/2021,5225,4800
3269,FLUSHING AV,03/13/2021,2962,2659
3270,FLUSHING AV,03/14/2021,2730,2533
3271,FLUSHING AV,03/15/2021,5295,4734
3272,FLUSHING AV,03/16/2021,5403,4623
3273,FLUSHING AV,03/17/2021,5094,4688
3274,FLUSHING AV,03/18/2021,5400,4689
3275,FLUSHING AV,03/19/2021,5365,4561
3276,FLUSHING AV,03/06/2021,2779,2459
3277,FLUSHING AV,03/07/2021,2599,2298
3278,FLUSHING AV,03/08/2021,5043,4561
3279,FLUSHING AV,03/09/2021,5153,4660
3280,FLUSHING AV,03/10/2021,4851,4771
3281,FLUSHING AV,03/11/2021,5023,4711
3282,FLUSHING AV,03/12/2021,4959,4608
3283,FLUSHING AV,02/27/2021,2717,2295
3284,FLUSHING AV,02/28/2021,2457,2272
3285,FLUSHING AV,03/01/2021,4952,4570
3286,FLUSHING AV,03/02/2021,5242,4765
3287,FLUSHING AV,03/03/2021,4968,4561
3288,FLUSHING AV,03/04/2021,4973,4608
3289,FLUSHING AV,03/05/2021,5188,4462
3290,MYRTLE AV,03/27/2021,2252,1536
3291,MYRTLE AV,03/28/2021,1542,1633
3292,MYRTLE AV,03/29/2021,2831,2177
3293,MYRTLE AV,03/30/2021,3078,2282
3294,MYRTLE AV,03/31/2021,2935,2203
3295,MYRTLE AV,04/01/2021,2970,2203
3296,MYRTLE AV,04/02/2021,2935,2053
3297,MYRTLE AV,03/20/2021,2212,1583
3298,MYRTLE AV,03/21/2021,1932,1751
3299,MYRTLE AV,03/22/2021,3320,2299
3300,MYRTLE AV,03/23/2021,3351,2353
3301,MYRTLE AV,03/24/2021,3239,2315
