,STATION,DATE,ENTRIES,EXITS
0,34 ST-HERALD SQ,03/27/2021,15730,25825
1,34 ST-HERALD SQ,03/28/2021,9024,14612
2,34 ST-HERALD SQ,03/29/2021,23018,32466
3,34 ST-HERALD SQ,03/30/2021,24809,35784
4,34 ST-HERALD SQ,03/31/2021,23678,33939
5,34 ST-HERALD SQ,04/01/2021,23194,34618
6,34 ST-HERALD SQ,04/02/2021,21258,34736
