,DATE,ENTRIES,EXITS,STATION,Unnamed: 0
20202,02/12/2021,1998.0,2302.0,HARRISON,20202.0
20203,01/30/2021,896.0,1153.0,HARRISON,20203.0
20204,01/31/2021,613.0,827.0,HARRISON,20204.0
20205,02/01/2021,365.0,513.0,HARRISON,20205.0
20206,02/02/2021,95.0,387.0,HARRISON,20206.0
20207,02/03/2021,1960.0,2177.0,HARRISON,20207.0
20208,02/04/2021,2059.0,2423.0,HARRISON,20208.0
20209,02/05/2021,2039.0,2288.0,HARRISON,20209.0
20210,01/23/2021,1011.0,1228.0,HARRISON,20210.0
20211,01/24/2021,646.0,826.0,HARRISON,20211.0
20212,01/25/2021,1982.0,2298.0,HARRISON,20212.0
20213,01/26/2021,1953.0,2344.0,HARRISON,20213.0
20214,01/27/2021,2079.0,2269.0,HARRISON,20214.0
20215,01/28/2021,2008.0,2330.0,HARRISON,20215.0
20216,01/29/2021,1803.0,2074.0,HARRISON,20216.0
20217,01/16/2021,966.0,1087.0,HARRISON,20217.0
20218,01/17/2021,724.0,915.0,HARRISON,20218.0
20219,01/18/2021,1521.0,1762.0,HARRISON,20219.0
20220,01/19/2021,2017.0,2421.0,HARRISON,20220.0
20221,01/20/2021,1926.0,2209.0,HARRISON,20221.0
20222,01/21/2021,2030.0,2350.0,HARRISON,20222.0
20223,01/22/2021,2001.0,2471.0,HARRISON,20223.0
20224,01/09/2021,980.0,1181.0,HARRISON,20224.0
20225,01/10/2021,717.0,1092.0,HARRISON,20225.0
20226,01/11/2021,1907.0,2269.0,HARRISON,20226.0
20227,01/12/2021,2046.0,2014.0,HARRISON,20227.0
20228,01/13/2021,2080.0,2334.0,HARRISON,20228.0
20229,01/14/2021,2135.0,2450.0,HARRISON,20229.0
20230,01/15/2021,1941.0,2404.0,HARRISON,20230.0
20231,03/27/2021,7182.0,6212.0,JOURNAL SQUARE,20231.0
20232,03/28/2021,3719.0,3605.0,JOURNAL SQUARE,20232.0
20233,03/29/2021,8779.0,6685.0,JOURNAL SQUARE,20233.0
20234,03/30/2021,9338.0,7258.0,JOURNAL SQUARE,20234.0
20235,03/31/2021,8927.0,7157.0,JOURNAL SQUARE,20235.0
20236,04/01/2021,9211.0,7054.0,JOURNAL SQUARE,20236.0
20237,04/02/2021,8435.0,6204.0,JOURNAL SQUARE,20237.0
20238,03/20/2021,6632.0,5723.0,JOURNAL SQUARE,20238.0
20239,03/21/2021,5200.0,4872.0,JOURNAL SQUARE,20239.0
20240,03/22/2021,9119.0,7043.0,JOURNAL SQUARE,20240.0
20241,03/23/2021,9358.0,7114.0,JOURNAL SQUARE,20241.0
20242,03/24/2021,8757.0,6852.0,JOURNAL SQUARE,20242.0
20243,03/25/2021,9611.0,7053.0,JOURNAL SQUARE,20243.0
20244,03/26/2021,9512.0,6862.0,JOURNAL SQUARE,20244.0
20245,03/13/2021,6357.0,4996.0,JOURNAL SQUARE,20245.0
20246,03/14/2021,4446.0,4350.0,JOURNAL SQUARE,20246.0
20247,03/15/2021,8657.0,6584.0,JOURNAL SQUARE,20247.0
20248,03/16/2021,8757.0,6612.0,JOURNAL SQUARE,20248.0
20249,03/17/2021,9166.0,6656.0,JOURNAL SQUARE,20249.0
20250,03/18/2021,8661.0,6428.0,JOURNAL SQUARE,20250.0
20251,03/19/2021,9245.0,6774.0,JOURNAL SQUARE,20251.0
20252,03/06/2021,5803.0,4703.0,JOURNAL SQUARE,20252.0
20253,03/07/2021,4185.0,3905.0,JOURNAL SQUARE,20253.0
20254,03/08/2021,8720.0,6906.0,JOURNAL SQUARE,20254.0
20255,03/09/2021,9410.0,7175.0,JOURNAL SQUARE,20255.0
20256,03/10/2021,9236.0,7213.0,JOURNAL SQUARE,20256.0
20257,03/11/2021,9586.0,7731.0,JOURNAL SQUARE,20257.0
20258,03/12/2021,9633.0,6910.0,JOURNAL SQUARE,20258.0
20259,02/27/2021,5529.0,4464.0,JOURNAL SQUARE,20259.0
20260,02/28/2021,3797.0,3580.0,JOURNAL SQUARE,20260.0
20261,03/01/2021,8518.0,6718.0,JOURNAL SQUARE,20261.0
20262,03/02/2021,8773.0,6694.0,JOURNAL SQUARE,20262.0
20263,03/03/2021,9293.0,7352.0,JOURNAL SQUARE,20263.0
20264,03/04/2021,9048.0,6962.0,JOURNAL SQUARE,20264.0
20265,03/05/2021,9282.0,6921.0,JOURNAL SQUARE,20265.0
20266,02/20/2021,5833.0,5151.0,JOURNAL SQUARE,20266.0
20267,02/21/2021,4212.0,3955.0,JOURNAL SQUARE,20267.0
20268,02/22/2021,7977.0,5916.0,JOURNAL SQUARE,20268.0
20269,02/23/2021,8991.0,7105.0,JOURNAL SQUARE,20269.0
20270,02/24/2021,9104.0,7414.0,JOURNAL SQUARE,20270.0
20271,02/25/2021,9119.0,7189.0,JOURNAL SQUARE,20271.0
20272,02/26/2021,9289.0,7224.0,JOURNAL SQUARE,20272.0
20273,02/13/2021,5788.0,5011.0,JOURNAL SQUARE,20273.0
20274,02/14/2021,4383.0,4044.0,JOURNAL SQUARE,20274.0
20275,02/15/2021,6167.0,5419.0,JOURNAL SQUARE,20275.0
20276,02/16/2021,8441.0,6789.0,JOURNAL SQUARE,20276.0
20277,02/17/2021,8962.0,7247.0,JOURNAL SQUARE,20277.0
20278,02/18/2021,6055.0,5064.0,JOURNAL SQUARE,20278.0
20279,02/19/2021,7505.0,6016.0,JOURNAL SQUARE,20279.0
20280,02/06/2021,5934.0,5217.0,JOURNAL SQUARE,20280.0
20281,02/07/2021,2795.0,2833.0,JOURNAL SQUARE,20281.0
20282,02/08/2021,8458.0,6678.0,JOURNAL SQUARE,20282.0
20283,02/09/2021,8381.0,6938.0,JOURNAL SQUARE,20283.0
20284,02/10/2021,8943.0,7415.0,JOURNAL SQUARE,20284.0
20285,02/11/2021,8655.0,7141.0,JOURNAL SQUARE,20285.0
20286,02/12/2021,8829.0,7187.0,JOURNAL SQUARE,20286.0
20287,01/30/2021,4862.0,4278.0,JOURNAL SQUARE,20287.0
20288,01/31/2021,3627.0,3356.0,JOURNAL SQUARE,20288.0
20289,02/01/2021,1920.0,1877.0,JOURNAL SQUARE,20289.0
20290,02/02/2021,2443.0,2933.0,JOURNAL SQUARE,20290.0
20291,02/03/2021,8553.0,7220.0,JOURNAL SQUARE,20291.0
20292,02/04/2021,8632.0,7227.0,JOURNAL SQUARE,20292.0
20293,02/05/2021,8339.0,7009.0,JOURNAL SQUARE,20293.0
20294,01/23/2021,5128.0,4645.0,JOURNAL SQUARE,20294.0
20295,01/24/2021,3617.0,3520.0,JOURNAL SQUARE,20295.0
20296,01/25/2021,8229.0,6488.0,JOURNAL SQUARE,20296.0
20297,01/26/2021,7938.0,6888.0,JOURNAL SQUARE,20297.0
20298,01/27/2021,8448.0,6549.0,JOURNAL SQUARE,20298.0
20299,01/28/2021,8428.0,6710.0,JOURNAL SQUARE,20299.0
20300,01/29/2021,7630.0,6311.0,JOURNAL SQUARE,20300.0
20301,01/16/2021,5289.0,4792.0,JOURNAL SQUARE,20301.0
20302,01/17/2021,4045.0,3885.0,JOURNAL SQUARE,20302.0
20303,01/18/2021,6424.0,5636.0,JOURNAL SQUARE,20303.0
20304,01/19/2021,8604.0,7001.0,JOURNAL SQUARE,20304.0
20305,01/20/2021,8159.0,6652.0,JOURNAL SQUARE,20305.0
20306,01/21/2021,8502.0,6655.0,JOURNAL SQUARE,20306.0
20307,01/22/2021,8680.0,6993.0,JOURNAL SQUARE,20307.0
20308,01/09/2021,5240.0,4865.0,JOURNAL SQUARE,20308.0
20309,01/10/2021,4020.0,3613.0,JOURNAL SQUARE,20309.0
20310,01/11/2021,8127.0,6383.0,JOURNAL SQUARE,20310.0
20311,01/12/2021,8594.0,7083.0,JOURNAL SQUARE,20311.0
20312,01/13/2021,8403.0,6989.0,JOURNAL SQUARE,20312.0
20313,01/14/2021,8527.0,6780.0,JOURNAL SQUARE,20313.0
20314,01/15/2021,8421.0,6778.0,JOURNAL SQUARE,20314.0
20315,03/27/2021,4894.0,5335.0,GROVE STREET,20315.0
20316,03/28/2021,2028.0,2627.0,GROVE STREET,20316.0
20317,03/29/2021,4400.0,5032.0,GROVE STREET,20317.0
20318,03/30/2021,4643.0,5126.0,GROVE STREET,20318.0
20319,03/31/2021,4436.0,5041.0,GROVE STREET,20319.0
20320,04/01/2021,4738.0,5371.0,GROVE STREET,20320.0
20321,04/02/2021,4796.0,5355.0,GROVE STREET,20321.0
20322,03/20/2021,4132.0,4480.0,GROVE STREET,20322.0
20323,03/21/2021,3106.0,3674.0,GROVE STREET,20323.0
20324,03/22/2021,4360.0,5030.0,GROVE STREET,20324.0
20325,03/23/2021,4623.0,5007.0,GROVE STREET,20325.0
20326,03/24/2021,4254.0,4854.0,GROVE STREET,20326.0
20327,03/25/2021,4843.0,5439.0,GROVE STREET,20327.0
20328,03/26/2021,5175.0,5698.0,GROVE STREET,20328.0
20329,03/13/2021,3676.0,4548.0,GROVE STREET,20329.0
20330,03/14/2021,2615.0,3494.0,GROVE STREET,20330.0
20331,03/15/2021,4319.0,5063.0,GROVE STREET,20331.0
20332,03/16/2021,4886.0,5412.0,GROVE STREET,20332.0
20333,03/17/2021,4473.0,5146.0,GROVE STREET,20333.0
20334,03/18/2021,4140.0,4642.0,GROVE STREET,20334.0
20335,03/19/2021,4874.0,5547.0,GROVE STREET,20335.0
20336,03/06/2021,3447.0,3435.0,GROVE STREET,20336.0
20337,03/07/2021,2242.0,2614.0,GROVE STREET,20337.0
20338,03/08/2021,3784.0,4208.0,GROVE STREET,20338.0
20339,03/09/2021,4493.0,4807.0,GROVE STREET,20339.0
20340,03/10/2021,4646.0,4986.0,GROVE STREET,20340.0
20341,03/11/2021,4350.0,5419.0,GROVE STREET,20341.0
20342,03/12/2021,4614.0,5339.0,GROVE STREET,20342.0
20343,02/27/2021,2625.0,3017.0,GROVE STREET,20343.0
20344,02/28/2021,1644.0,2114.0,GROVE STREET,20344.0
20345,03/01/2021,3538.0,4090.0,GROVE STREET,20345.0
20346,03/02/2021,3927.0,4524.0,GROVE STREET,20346.0
20347,03/03/2021,4246.0,4597.0,GROVE STREET,20347.0
20348,03/04/2021,4115.0,4660.0,GROVE STREET,20348.0
20349,03/05/2021,4280.0,4797.0,GROVE STREET,20349.0
20350,02/20/2021,4467.0,5333.0,GROVE STREET,20350.0
20351,02/21/2021,2953.0,3567.0,GROVE STREET,20351.0
20352,02/22/2021,3767.0,4261.0,GROVE STREET,20352.0
20353,02/23/2021,4256.0,4913.0,GROVE STREET,20353.0
20354,02/24/2021,4386.0,4401.0,GROVE STREET,20354.0
20355,02/25/2021,3739.0,4231.0,GROVE STREET,20355.0
20356,02/26/2021,3762.0,4428.0,GROVE STREET,20356.0
20357,02/13/2021,3247.0,4072.0,GROVE STREET,20357.0
20358,02/14/2021,2483.0,2869.0,GROVE STREET,20358.0
20359,02/15/2021,2883.0,3370.0,GROVE STREET,20359.0
20360,02/16/2021,3820.0,4373.0,GROVE STREET,20360.0
20361,02/17/2021,4162.0,4424.0,GROVE STREET,20361.0
20362,02/18/2021,2687.0,3208.0,GROVE STREET,20362.0
20363,02/19/2021,3620.0,4178.0,GROVE STREET,20363.0
20364,02/06/2021,3379.0,4352.0,GROVE STREET,20364.0
20365,02/07/2021,1498.0,2022.0,GROVE STREET,20365.0
20366,02/08/2021,3632.0,4211.0,GROVE STREET,20366.0
20367,02/09/2021,3798.0,4590.0,GROVE STREET,20367.0
20368,02/10/2021,4076.0,4637.0,GROVE STREET,20368.0
20369,02/11/2021,4083.0,4792.0,GROVE STREET,20369.0
20370,02/12/2021,4307.0,5061.0,GROVE STREET,20370.0
20371,01/30/2021,2353.0,3346.0,GROVE STREET,20371.0
20372,01/31/2021,1475.0,2336.0,GROVE STREET,20372.0
20373,02/01/2021,860.0,1310.0,GROVE STREET,20373.0
20374,02/02/2021,1203.0,1504.0,GROVE STREET,20374.0
20375,02/03/2021,3939.0,4203.0,GROVE STREET,20375.0
20376,02/04/2021,4189.0,4723.0,GROVE STREET,20376.0
20377,02/05/2021,4193.0,5051.0,GROVE STREET,20377.0
20378,01/23/2021,2559.0,3397.0,GROVE STREET,20378.0
20379,01/24/2021,2012.0,2134.0,GROVE STREET,20379.0
20380,01/25/2021,3574.0,3465.0,GROVE STREET,20380.0
20381,01/26/2021,3640.0,3361.0,GROVE STREET,20381.0
20382,01/27/2021,4050.0,3932.0,GROVE STREET,20382.0
20383,01/28/2021,4216.0,4025.0,GROVE STREET,20383.0
20384,01/29/2021,4080.0,4022.0,GROVE STREET,20384.0
20385,01/16/2021,3396.0,3394.0,GROVE STREET,20385.0
20386,01/17/2021,2126.0,2772.0,GROVE STREET,20386.0
20387,01/18/2021,2854.0,3729.0,GROVE STREET,20387.0
20388,01/19/2021,3304.0,4256.0,GROVE STREET,20388.0
20389,01/20/2021,2976.0,3904.0,GROVE STREET,20389.0
20390,01/21/2021,3103.0,4131.0,GROVE STREET,20390.0
20391,01/22/2021,3235.0,4217.0,GROVE STREET,20391.0
20392,01/09/2021,2868.0,3540.0,GROVE STREET,20392.0
20393,01/10/2021,2095.0,2529.0,GROVE STREET,20393.0
20394,01/11/2021,3361.0,3908.0,GROVE STREET,20394.0
20395,01/12/2021,3467.0,4069.0,GROVE STREET,20395.0
20396,01/13/2021,3913.0,4061.0,GROVE STREET,20396.0
20397,01/14/2021,4152.0,4026.0,GROVE STREET,20397.0
20398,01/15/2021,4263.0,4200.0,GROVE STREET,20398.0
20399,03/27/2021,2756.0,3090.0,EXCHANGE PLACE,20399.0
20400,03/28/2021,1011.0,1578.0,EXCHANGE PLACE,20400.0
20401,03/29/2021,2839.0,3413.0,EXCHANGE PLACE,20401.0
20402,03/30/2021,3126.0,3612.0,EXCHANGE PLACE,20402.0
20403,03/31/2021,2958.0,3505.0,EXCHANGE PLACE,20403.0
20404,04/01/2021,3050.0,3738.0,EXCHANGE PLACE,20404.0
20405,04/02/2021,2850.0,3443.0,EXCHANGE PLACE,20405.0
20406,03/20/2021,2268.0,2590.0,EXCHANGE PLACE,20406.0
20407,03/21/2021,1704.0,2082.0,EXCHANGE PLACE,20407.0
20408,03/22/2021,2965.0,3465.0,EXCHANGE PLACE,20408.0
20409,03/23/2021,2932.0,3593.0,EXCHANGE PLACE,20409.0
20410,03/24/2021,2747.0,3482.0,EXCHANGE PLACE,20410.0
20411,03/25/2021,3058.0,3552.0,EXCHANGE PLACE,20411.0
20412,03/26/2021,3109.0,4079.0,EXCHANGE PLACE,20412.0
20413,03/13/2021,2189.0,2489.0,EXCHANGE PLACE,20413.0
20414,03/14/2021,1369.0,1751.0,EXCHANGE PLACE,20414.0
20415,03/15/2021,2749.0,3356.0,EXCHANGE PLACE,20415.0
20416,03/16/2021,2894.0,3418.0,EXCHANGE PLACE,20416.0
20417,03/17/2021,3034.0,3634.0,EXCHANGE PLACE,20417.0
20418,03/18/2021,2858.0,3375.0,EXCHANGE PLACE,20418.0
20419,03/19/2021,3258.0,3756.0,EXCHANGE PLACE,20419.0
20420,03/06/2021,1655.0,1950.0,EXCHANGE PLACE,20420.0
20421,03/07/2021,1197.0,1628.0,EXCHANGE PLACE,20421.0
20422,03/08/2021,2733.0,3350.0,EXCHANGE PLACE,20422.0
20423,03/09/2021,3062.0,3910.0,EXCHANGE PLACE,20423.0
20424,03/10/2021,2995.0,3643.0,EXCHANGE PLACE,20424.0
20425,03/11/2021,3272.0,3721.0,EXCHANGE PLACE,20425.0
20426,03/12/2021,3192.0,3891.0,EXCHANGE PLACE,20426.0
20427,02/27/2021,1373.0,1800.0,EXCHANGE PLACE,20427.0
20428,02/28/2021,985.0,1375.0,EXCHANGE PLACE,20428.0
20429,03/01/2021,2547.0,3052.0,EXCHANGE PLACE,20429.0
20430,03/02/2021,2730.0,3273.0,EXCHANGE PLACE,20430.0
20431,03/03/2021,2936.0,3485.0,EXCHANGE PLACE,20431.0
20432,03/04/2021,2808.0,3451.0,EXCHANGE PLACE,20432.0
20433,03/05/2021,2881.0,3406.0,EXCHANGE PLACE,20433.0
20434,02/20/2021,6.0,177.0,EXCHANGE PLACE,20434.0
20435,02/21/2021,41.0,307.0,EXCHANGE PLACE,20435.0
20436,02/22/2021,2391.0,2918.0,EXCHANGE PLACE,20436.0
20437,02/23/2021,2712.0,3309.0,EXCHANGE PLACE,20437.0
20438,02/24/2021,2825.0,3331.0,EXCHANGE PLACE,20438.0
20439,02/25/2021,2857.0,3402.0,EXCHANGE PLACE,20439.0
20440,02/26/2021,2841.0,3464.0,EXCHANGE PLACE,20440.0
20441,02/13/2021,1608.0,2052.0,EXCHANGE PLACE,20441.0
20442,02/14/2021,1172.0,1515.0,EXCHANGE PLACE,20442.0
20443,02/15/2021,1671.0,2153.0,EXCHANGE PLACE,20443.0
20444,02/16/2021,2594.0,3191.0,EXCHANGE PLACE,20444.0
20445,02/17/2021,2567.0,3234.0,EXCHANGE PLACE,20445.0
20446,02/18/2021,1732.0,2250.0,EXCHANGE PLACE,20446.0
20447,02/19/2021,2269.0,2757.0,EXCHANGE PLACE,20447.0
20448,02/06/2021,1789.0,2588.0,EXCHANGE PLACE,20448.0
20449,02/07/2021,658.0,1125.0,EXCHANGE PLACE,20449.0
20450,02/08/2021,2488.0,3136.0,EXCHANGE PLACE,20450.0
20451,02/09/2021,2685.0,3328.0,EXCHANGE PLACE,20451.0
20452,02/10/2021,2640.0,3075.0,EXCHANGE PLACE,20452.0
20453,02/11/2021,2657.0,3304.0,EXCHANGE PLACE,20453.0
20454,02/12/2021,2679.0,3260.0,EXCHANGE PLACE,20454.0
20455,01/30/2021,1347.0,2150.0,EXCHANGE PLACE,20455.0
20456,01/31/2021,971.0,1448.0,EXCHANGE PLACE,20456.0
20457,02/01/2021,410.0,519.0,EXCHANGE PLACE,20457.0
20458,02/02/2021,593.0,870.0,EXCHANGE PLACE,20458.0
20459,02/03/2021,2588.0,2913.0,EXCHANGE PLACE,20459.0
20460,02/04/2021,2623.0,3550.0,EXCHANGE PLACE,20460.0
20461,02/05/2021,2690.0,3392.0,EXCHANGE PLACE,20461.0
20462,01/23/2021,1530.0,2141.0,EXCHANGE PLACE,20462.0
